timestamp,dt,position,velocity,eror,normalized_error,derivative,integral,pid,pwm
3037077,0.002001,-0.0000,0.000000,50.00,0.1389,20.8229,0.0003,0.9720,1694
3048043,0.010966,-0.0000,0.000000,50.00,0.1389,2.6597,0.0015,0.6088,1621
3058044,0.002000,-0.0000,0.000000,50.00,0.1389,2.4510,0.0003,0.6046,1620
3068044,0.002000,-0.0000,0.000000,50.00,0.1389,0.4119,0.0003,0.5638,1612
3078044,0.002000,-0.0000,0.000000,50.00,0.1389,0.0692,0.0003,0.5569,1611
3088044,0.002000,-0.0000,0.000000,50.00,0.1389,0.0116,0.0003,0.5558,1611
3098047,0.002001,-0.0000,0.000000,50.00,0.1389,0.0020,0.0003,0.5556,1611
3108047,0.002000,-0.0000,0.000000,50.00,0.1389,0.0003,0.0003,0.5556,1611
3118048,0.002000,-0.0000,0.000000,50.00,0.1389,0.0001,0.0003,0.5556,1611
3128048,0.002000,-0.0000,0.000000,50.00,0.1389,0.0000,0.0003,0.5556,1611
3138048,0.002000,-0.0000,0.000000,50.00,0.1389,0.0000,0.0003,0.5556,1611
3148048,0.002000,-0.0000,0.000000,50.00,0.1389,0.0000,0.0003,0.5556,1611
3158048,0.002000,-0.0000,0.000000,50.00,0.1389,0.0000,0.0003,0.5556,1611
3168048,0.002000,-0.0000,0.000000,50.00,0.1389,0.0000,0.0003,0.5556,1611
3178048,0.002000,-0.0000,0.000000,50.00,0.1389,0.0000,0.0003,0.5556,1611
3188048,0.002000,0.0430,10.796557,39.20,0.1089,-1.5272,0.0002,0.4050,1581
3198048,0.002000,0.0583,5.949500,44.05,0.1224,-1.0883,0.0002,0.4677,1593
3208048,0.002000,0.1473,24.359217,25.64,0.0712,-4.3001,0.0005,0.1989,1539
3218048,0.002000,0.2961,32.211037,17.79,0.0494,-2.1171,0.0010,0.1553,1531
3228049,0.002001,0.4341,24.664164,25.34,0.0704,1.4334,0.0017,0.3102,1562
3238050,0.002000,0.5446,21.475828,28.52,0.0792,0.7284,0.0024,0.3315,1566
3248051,0.002000,0.6397,18.410212,31.59,0.0877,0.6658,0.0033,0.3643,1572
3258052,0.002000,0.7271,15.403513,34.60,0.0961,1.0842,0.0042,0.4061,1581
3268055,0.002000,0.8498,29.081541,20.92,0.0581,-2.5274,0.0049,0.1819,1536
3278055,0.002000,1.0109,33.744999,16.26,0.0452,-1.3604,0.0054,0.1534,1530
3288057,0.002001,1.1812,35.220177,14.78,0.0411,-0.8421,0.0058,0.1474,1529
3298057,0.002000,1.3560,35.222626,14.78,0.0410,-0.3743,0.0063,0.1567,1531
3308058,0.002000,1.4956,24.548868,25.45,0.0707,2.0795,0.0069,0.3244,1564
3318058,0.002000,1.6015,18.528162,31.47,0.0874,1.8501,0.0077,0.3867,1577
3328059,0.002000,1.6904,15.460102,34.54,0.0959,1.4822,0.0086,0.4134,1582
3338060,0.002000,1.7687,15.339834,34.66,0.0963,0.4240,0.0095,0.3936,1578
3348062,0.002000,1.9052,33.678616,16.32,0.0453,-3.7475,0.0102,0.1064,1521
3358063,0.002000,2.1031,42.887432,7.11,0.0198,-2.6260,0.0104,0.0265,1505
3368065,0.002001,2.3317,46.078342,3.92,0.0109,-0.8300,0.0106,0.0270,1505
3378065,0.002000,2.5710,47.553532,2.45,0.0068,-0.2229,0.0106,0.0227,1504
3388067,0.002000,2.7474,29.271198,20.73,0.0576,3.8056,0.0110,0.3064,1561
3398073,0.002000,2.8701,21.539698,28.46,0.0791,2.4183,0.0117,0.3646,1572
3408075,0.002001,2.9729,18.469278,31.53,0.0876,1.3447,0.0126,0.3772,1575
3418076,0.002000,3.0618,16.876295,33.12,0.0920,0.7534,0.0134,0.3831,1576
3428076,0.002000,3.2076,35.155849,14.84,0.0412,-3.7448,0.0140,0.0900,1518
3438079,0.002000,3.4054,41.415028,8.58,0.0238,-1.7946,0.0143,0.0595,1511
3448080,0.002001,3.6233,44.482880,5.52,0.0153,-0.9117,0.0145,0.0431,1508
3458080,0.002000,3.8503,44.546913,5.45,0.0151,0.2368,0.0146,0.0653,1513
3468084,0.002001,3.9930,20.072206,29.93,0.0831,5.2410,0.0152,0.4374,1587
3478085,0.002000,4.0589,10.740550,39.26,0.1091,2.5220,0.0002,0.4867,1597
3488085,0.002000,4.0973,6.197304,43.80,0.1217,1.4172,0.0002,0.5150,1603
3498085,0.002000,4.1218,4.602050,45.40,0.1261,0.4963,0.0003,0.5143,1602
3508085,0.002000,4.2691,39.694202,10.31,0.0286,-6.6640,0.0004,-0.0188,1497
3518086,0.002000,4.4393,32.216244,17.78,0.0494,0.1693,0.0008,0.2010,1540
3528086,0.002000,4.6863,59.574200,-9.57,-0.0266,-6.1938,0.0008,-0.2303,1454
3538087,0.002000,5.0330,73.623352,-23.62,-0.0656,-3.6626,0.0003,-0.3357,1433
3548088,0.002001,5.2953,33.778214,16.22,0.0451,8.9376,0.0002,0.3590,1571
3558089,0.002000,5.3981,16.824575,33.18,0.0922,4.3331,0.0010,0.4553,1591
3568089,0.002000,5.4533,6.322296,43.68,0.1213,3.4965,0.0002,0.5552,1611
3578089,0.002000,5.4656,-0.058418,50.06,0.1391,1.8180,0.0003,0.5926,1618
3588089,0.002000,5.3582,-41.033897,91.03,0.2529,10.8856,0.0005,1.0000,1700
3598089,0.002000,5.0330,-76.504929,126.50,0.3514,9.0109,0.0007,1.0000,1700
3608089,0.002000,4.5989,-90.499542,140.50,0.3903,4.0620,0.0008,1.0000,1700
3618089,0.002000,4.1172,-99.585747,149.59,0.4155,2.7649,0.0008,1.0000,1700
3628089,0.002000,3.5251,-130.191803,180.19,0.5005,7.3529,0.0010,1.0000,1700
3638089,0.002000,2.7903,-154.801636,204.80,0.5689,6.3195,0.0011,1.0000,1700
3648089,0.002000,2.0126,-135.922791,185.92,0.5165,-8.7503,0.0010,1.0000,1700
3658089,0.002000,1.6383,-44.945553,94.95,0.2637,-20.2853,0.0005,0.6492,1629
3668089,0.002000,1.5800,7.286326,42.71,0.1186,-14.9064,0.0002,0.1765,1535
3678089,0.002000,1.6291,1.612803,48.39,0.1344,0.8425,0.0003,0.5545,1610
3688089,0.002000,1.6751,16.684456,33.32,0.0925,-4.0308,0.0002,0.2896,1557
3698089,0.002000,1.8009,29.138245,20.86,0.0579,-3.0698,0.0009,0.1704,1534
3708090,0.002001,1.9113,18.471832,31.53,0.0876,1.7234,0.0016,0.3848,1576
3718091,0.002000,1.9926,15.342300,34.66,0.0963,0.9066,0.0026,0.4032,1580
3728092,0.002000,2.0586,12.274335,37.73,0.1048,0.7629,0.0002,0.4344,1586
3738092,0.002000,2.1184,12.212976,37.79,0.1050,-0.0311,0.0002,0.4192,1583
3748094,0.002000,2.2672,39.691616,10.31,0.0286,-6.0456,0.0006,-0.0064,1499
3758095,0.002000,2.4298,21.731213,28.27,0.0785,4.5773,0.0011,0.4056,1581
3768097,0.002001,2.5525,35.026096,14.97,0.0416,-4.1842,0.0018,0.0827,1516
3778101,0.002000,2.7888,53.561317,-3.56,-0.0099,-4.7365,0.0018,-0.1343,1474
3788102,0.002000,2.9759,24.860771,25.14,0.0698,6.4887,0.0022,0.4091,1581
3798106,0.002001,3.0496,10.860814,39.14,0.1087,3.8340,0.0002,0.5116,1602
3808106,0.002000,3.0925,7.672380,42.33,0.1176,1.2675,0.0002,0.4957,1599
3818106,0.002000,3.1186,4.604316,45.40,0.1261,0.7280,0.0003,0.5190,1603
3828106,0.002000,3.0051,-38.088802,88.09,0.2447,9.3667,0.0005,1.0000,1700
3838106,0.002000,2.7550,-55.097752,105.10,0.2919,5.0867,0.0006,1.0000,1700
3848106,0.002000,2.4605,-59.883896,109.88,0.3052,1.5020,0.0006,1.0000,1700
3858106,0.002000,2.1445,-64.365768,114.37,0.3177,1.1725,0.0006,1.0000,1700
3868106,0.002000,1.7089,-100.927887,150.93,0.4192,8.4437,0.0008,1.0000,1700
3878106,0.002000,1.1167,-127.131012,177.13,0.4920,6.9263,0.0010,1.0000,1700
3888106,0.002000,0.3973,-153.265137,203.27,0.5646,6.7967,0.0011,1.0000,1700
3898106,0.002000,-0.4157,-167.137421,217.14,0.6032,4.0742,0.0012,1.0000,1700
3908106,0.002000,-1.1091,-97.658318,147.66,0.4102,-20.5266,0.0008,1.0000,1700
3918106,0.002000,-1.3545,-26.463989,76.46,0.2124,-17.9321,0.0004,0.4910,1598
3928106,0.002000,-1.3576,13.547542,36.45,0.1013,-11.7444,0.0002,0.1701,1534
3938108,0.002001,-1.2609,24.418291,25.58,0.0711,-4.7249,0.0008,0.1897,1537
3948109,0.002000,-1.1597,16.937635,33.06,0.0918,0.9587,0.0017,0.3865,1577
3958109,0.002000,-1.0845,13.808327,36.19,0.1005,0.9119,0.0002,0.4204,1584
3968110,0.002000,-1.0186,12.330879,37.67,0.1046,0.6318,0.0002,0.4312,1586
3978110,0.002000,-0.9649,9.265306,40.73,0.1132,0.9777,0.0002,0.4722,1594
3988110,0.002000,-0.8176,38.219067,11.78,0.0327,-5.5914,0.0006,0.0191,1503
3998110,0.002000,-0.6550,20.143396,29.86,0.0829,5.0289,0.0011,0.4323,1586
4008110,0.002000,-0.5446,33.430706,16.57,0.0460,-4.4392,0.0018,0.0953,1519
4018110,0.002000,-0.3175,50.554874,-0.55,-0.0015,-4.1431,0.0020,-0.0890,1483
4028110,0.002000,-0.1243,26.396954,23.60,0.0656,6.0987,0.0023,0.3842,1576
4038113,0.002000,-0.0445,12.333414,37.67,0.1046,3.4472,0.0002,0.4875,1597
4048113,0.002000,-0.0015,7.672362,42.33,0.1176,1.4192,0.0002,0.4987,1599
4058113,0.002000,0.0199,3.068067,46.93,0.1304,1.0040,0.0003,0.5415,1608
4068113,0.002000,0.0046,-18.019880,68.02,0.1889,7.6453,0.0004,0.9087,1681
4078113,0.002000,-0.1718,-42.821072,92.82,0.2578,6.3212,0.0005,1.0000,1700
4088113,0.002000,-0.4617,-65.830795,115.83,0.3218,5.9162,0.0006,1.0000,1700
4098113,0.002000,-0.7977,-68.908737,118.91,0.3303,2.0326,0.0007,1.0000,1700
4108113,0.002000,-1.2548,-105.527489,155.53,0.4320,8.7295,0.0009,1.0000,1700
4118113,0.002000,-1.8623,-128.726349,178.73,0.4965,6.2047,0.0010,1.0000,1700
4128113,0.002000,-2.5894,-154.799301,204.80,0.5689,6.6023,0.0011,1.0000,1700
4138113,0.002000,-3.4070,-167.198685,217.20,0.6033,3.5235,0.0012,1.0000,1700
4148113,0.002000,-4.1740,-120.549049,170.55,0.4737,-16.0021,0.0009,1.0000,1700
4158113,0.002000,-4.4900,-37.207115,87.21,0.2422,-19.3973,0.0005,0.5810,1616
4168113,0.002000,-4.5697,-15.271549,65.27,0.1813,-5.2558,0.0004,0.6201,1624
4178113,0.002000,-4.5927,-1.771982,51.77,0.1438,-3.3908,0.0003,0.5074,1601
4188113,0.002000,-4.4854,35.023075,14.98,0.0416,-8.7145,0.0006,-0.0079,1499
4198116,0.002001,-4.2614,49.023384,0.98,0.0027,-4.2720,0.0007,-0.0746,1486
4208117,0.002000,-3.9822,58.288548,-8.29,-0.0230,-2.3522,0.0006,-0.1391,1473
4218121,0.002001,-3.6739,64.304413,-14.30,-0.0397,-1.9343,0.0002,-0.1976,1461
4228123,0.002001,-3.4530,33.939514,16.06,0.0446,5.9678,0.0004,0.2978,1559
4238125,0.002000,-3.3149,26.021391,23.98,0.0666,2.2391,0.0010,0.3112,1562
4248126,0.002000,-3.2045,21.419340,28.58,0.0794,0.9776,0.0018,0.3371,1567
4258127,0.002000,-3.1094,18.407921,31.59,0.0878,0.6336,0.0026,0.3637,1572
4268128,0.002000,-2.9637,35.153908,14.85,0.0412,-3.5530,0.0032,0.0939,1518
4278128,0.002000,-2.7658,41.412766,8.59,0.0239,-1.8022,0.0035,0.0594,1511
4288128,0.002000,-2.5495,44.424068,5.58,0.0155,-1.0445,0.0037,0.0411,1508
4298130,0.002000,-2.3240,46.016865,3.98,0.0111,-0.6358,0.0038,0.0315,1506
4308132,0.002001,-2.1844,18.597311,31.40,0.0872,5.6839,0.0044,0.4626,1592
4318134,0.002000,-2.1138,12.333247,37.67,0.1046,2.1913,0.0002,0.4623,1592
4328134,0.002000,-2.0617,7.792647,42.21,0.1172,1.8249,0.0002,0.5055,1601
4338134,0.002000,-2.0387,1.654450,48.35,0.1343,1.9532,0.0003,0.5762,1615
4348134,0.002000,-2.0003,19.622538,30.38,0.0844,-5.7023,0.0002,0.2235,1544
4358135,0.002000,-1.8116,44.416412,5.58,0.0155,-5.5973,0.0005,-0.0499,1491
4368135,0.002000,-1.6183,35.284290,14.72,0.0409,0.9092,0.0008,0.1817,1536
4378135,0.002000,-1.3714,58.158356,-8.16,-0.0227,-4.9852,0.0009,-0.1904,1462
4388137,0.002001,-1.1904,26.146978,23.85,0.0663,5.3561,0.0012,0.3722,1574
4398139,0.002000,-1.1029,10.983438,39.02,0.1084,4.6630,0.0021,0.5268,1605
4408140,0.002000,-1.0554,7.731387,42.27,0.1174,1.8081,0.0002,0.5058,1601
4418141,0.002000,-1.0216,6.136038,43.86,0.1218,0.6290,0.0002,0.5000,1599
4428141,0.002000,-1.0815,-33.297626,83.30,0.2314,11.3492,0.0005,1.0000,1700
4438141,0.002000,-1.3530,-64.235283,114.24,0.3173,8.2619,0.0006,1.0000,1700
4448141,0.002000,-1.7104,-75.101021,125.10,0.3475,3.6491,0.0007,1.0000,1700
4458141,0.002000,-2.1046,-79.766785,129.77,0.3605,1.3468,0.0007,1.0000,1700
4468141,0.002000,-2.6139,-114.733650,164.73,0.4576,8.1096,0.0009,1.0000,1700
4478141,0.002000,-3.2750,-143.940811,193.94,0.5387,8.1673,0.0011,1.0000,1700
4488141,0.002000,-4.0558,-162.415207,212.42,0.5900,5.4694,0.0012,1.0000,1700
4498141,0.002000,-4.8198,-122.139648,172.14,0.4782,-14.4054,0.0010,1.0000,1700
4508141,0.002000,-5.1235,-28.192299,78.19,0.2172,-22.5595,0.0004,0.4176,1583
4518141,0.002000,-5.1128,13.611547,36.39,0.1011,-11.7518,0.0002,0.1693,1533
4528141,0.002000,-5.0775,12.082811,37.92,0.1053,-3.7010,0.0002,0.3473,1569
4538142,0.002000,-4.9670,26.070257,23.93,0.0665,-3.2375,0.0008,0.2011,1540
4548145,0.002000,-4.8305,27.552368,22.45,0.0624,-0.8605,0.0014,0.2322,1546
4558146,0.002000,-4.6955,27.609280,22.39,0.0622,-0.3815,0.0020,0.2412,1548
4568147,0.002000,-4.5621,26.077839,23.92,0.0665,0.1875,0.0027,0.2696,1553
4578147,0.002000,-4.4301,27.550465,22.45,0.0624,-0.4865,0.0034,0.2397,1547
4588147,0.002000,-4.2982,26.077726,23.92,0.0665,0.0682,0.0040,0.2672,1553
4598149,0.002001,-4.1663,27.550375,22.45,0.0624,-0.5349,0.0047,0.2387,1547
4608150,0.002000,-4.0328,27.552727,22.45,0.0624,-0.4183,0.0053,0.2410,1548
4618150,0.002000,-3.9009,26.136641,23.86,0.0663,0.2394,0.0060,0.2699,1553
4628150,0.002000,-3.7675,26.077520,23.92,0.0665,0.1133,0.0066,0.2681,1553
4638150,0.002000,-3.6371,26.077839,23.92,0.0665,0.1146,0.0073,0.2681,1553
4648150,0.002000,-3.5067,26.077517,23.92,0.0665,0.0194,0.0079,0.2662,1553
4658150,0.002000,-3.3763,27.491467,22.51,0.0625,-0.7699,0.0086,0.2347,1546
4668150,0.002000,-3.2459,26.079868,23.92,0.0664,0.0830,0.0093,0.2674,1553
4678150,0.002000,-3.1140,27.550371,22.45,0.0624,-0.5995,0.0099,0.2375,1547
4688150,0.002000,-2.9821,26.077736,23.92,0.0665,0.0492,0.0106,0.2668,1553
4698150,0.002000,-2.8501,26.077839,23.92,0.0665,0.1039,0.0112,0.2679,1553
4708150,0.002000,-2.7197,27.550362,22.45,0.0624,-0.5962,0.0119,0.2375,1547
4718150,0.002000,-2.5878,26.136421,23.86,0.0663,0.2094,0.0126,0.2693,1553
4728150,0.002000,-2.4544,27.552717,22.45,0.0624,-0.4372,0.0132,0.2407,1548
4738150,0.002000,-2.3209,26.136421,23.86,0.0663,0.2364,0.0139,0.2699,1553
4748150,0.002000,-2.1890,26.077749,23.92,0.0665,0.1126,0.0145,0.2681,1553
4758150,0.002000,-2.0571,26.077520,23.92,0.0665,0.0860,0.0152,0.2675,1553
4768150,0.002000,-1.9267,26.077625,23.92,0.0665,0.0145,0.0158,0.2661,1553
4778150,0.002000,-1.7978,26.077536,23.92,0.0665,-0.0262,0.0165,0.2653,1553
4788150,0.002000,-1.6659,26.136532,23.86,0.0663,0.1551,0.0172,0.2683,1553
4798150,0.002000,-1.5340,27.550257,22.45,0.0624,-0.5815,0.0178,0.2378,1547
4808150,0.002000,-1.4036,26.077631,23.92,0.0665,0.0523,0.0185,0.2668,1553
4818150,0.002000,-1.2717,26.077724,23.92,0.0665,0.1044,0.0191,0.2679,1553
4828150,0.002000,-1.1397,27.550365,22.45,0.0624,-0.5961,0.0198,0.2375,1547
4838150,0.002000,-1.0078,26.136646,23.86,0.0663,0.2093,0.0205,0.2693,1553
4848150,0.002000,-0.8744,26.136683,23.86,0.0663,0.2963,0.0211,0.2711,1554
4858150,0.002000,-0.7409,27.552668,22.45,0.0624,-0.4226,0.0217,0.2410,1548
4868150,0.002000,-0.6090,26.077686,23.92,0.0665,0.0792,0.0224,0.2674,1553
4878153,0.002000,-0.4786,26.077662,23.92,0.0665,0.0803,0.0231,0.2674,1553
4888154,0.002000,-0.3467,26.077684,23.92,0.0665,0.0135,0.0237,0.2661,1553
4898156,0.002000,-0.2178,26.077671,23.92,0.0665,0.0023,0.0244,0.2658,1553
4908157,0.002001,-0.0859,26.077671,23.92,0.0665,0.0004,0.0251,0.2658,1553
4918158,0.002000,0.0460,26.136574,23.86,0.0663,0.1596,0.0257,0.2683,1553
4928158,0.002000,0.1764,24.661688,25.34,0.0704,0.7663,0.0264,0.2969,1559
4938162,0.002001,0.3083,26.136593,23.86,0.0663,0.2109,0.0270,0.2694,1553
4948162,0.002000,0.4403,27.552662,22.45,0.0624,-0.5039,0.0277,0.2393,1547
4958164,0.002001,0.5722,27.550310,22.45,0.0624,-0.5478,0.0283,0.2385,1547
4968165,0.002001,0.7056,26.138947,23.86,0.0663,0.3525,0.0290,0.2722,1554
4978167,0.002001,0.8391,27.552610,22.45,0.0624,-0.4126,0.0296,0.2412,1548
4988169,0.002000,0.9710,26.080040,23.92,0.0664,0.2161,0.0303,0.2701,1554
4998169,0.002000,1.1029,26.079987,23.92,0.0664,0.1718,0.0309,0.2692,1553
5008170,0.002001,1.2333,26.079893,23.92,0.0664,0.0687,0.0316,0.2672,1553
5018172,0.002000,1.3637,26.077740,23.92,0.0665,0.0117,0.0323,0.2660,1553
5028173,0.002000,1.4941,26.077740,23.92,0.0665,0.0019,0.0329,0.2658,1553
5038175,0.002001,1.6276,26.080097,23.92,0.0664,0.1355,0.0336,0.2685,1553
5048176,0.002000,1.7579,26.077745,23.92,0.0665,0.0900,0.0343,0.2676,1553
5058177,0.002000,1.8899,26.079983,23.92,0.0664,0.1504,0.0349,0.2688,1553
5068179,0.002001,2.0218,26.136532,23.86,0.0663,0.1850,0.0356,0.2688,1553
5078181,0.002001,2.1537,26.136650,23.86,0.0663,0.1965,0.0362,0.2691,1553
5088183,0.002000,2.2872,26.080187,23.92,0.0664,0.2699,0.0369,0.2712,1554
5098184,0.002000,2.4222,26.136517,23.86,0.0663,0.3008,0.0375,0.2712,1554
5108184,0.002000,2.5541,26.077740,23.92,0.0665,0.1235,0.0382,0.2683,1553
5118186,0.002001,2.6845,26.077520,23.92,0.0665,0.0878,0.0388,0.2676,1553
5128188,0.002001,2.8164,26.136650,23.86,0.0663,0.1742,0.0395,0.2686,1553
5138190,0.002000,2.9468,26.077513,23.92,0.0665,-0.0316,0.0402,0.2652,1553
5148192,0.002000,3.0772,26.077839,23.92,0.0665,0.0903,0.0408,0.2676,1553
5158194,0.002001,3.2106,26.079872,23.92,0.0664,0.1504,0.0415,0.2688,1553
5168195,0.002000,3.3410,26.077749,23.92,0.0665,0.0925,0.0421,0.2677,1553
5178198,0.002001,3.4729,26.080091,23.92,0.0664,0.1507,0.0428,0.2688,1553
5188199,0.002000,3.6049,26.136650,23.86,0.0663,0.1851,0.0434,0.2689,1553
5198199,0.002000,3.7368,26.080091,23.92,0.0664,0.1723,0.0441,0.2692,1553
5208200,0.002001,3.8702,26.079967,23.92,0.0664,0.2600,0.0447,0.2710,1554
5218202,0.002001,4.0037,26.136515,23.86,0.0663,0.2990,0.0454,0.2711,1554
5228202,0.002000,4.1356,27.550371,22.45,0.0624,-0.5573,0.0460,0.2383,1547
5238206,0.002000,4.2660,26.077745,23.92,0.0665,0.0563,0.0467,0.2669,1553
5248208,0.002001,4.3979,24.664024,25.34,0.0704,0.7822,0.0474,0.2972,1559
5258210,0.002000,4.5283,26.077726,23.92,0.0665,-0.0125,0.0480,0.2656,1553
5268210,0.002000,4.6587,26.077749,23.92,0.0665,0.0649,0.0487,0.2671,1553
5278210,0.002000,4.7922,26.080101,23.92,0.0664,0.1461,0.0494,0.2687,1553
5288211,0.002001,4.9225,26.080011,23.92,0.0664,0.1313,0.0500,0.2684,1553
5298213,0.002001,5.0545,26.080084,23.92,0.0664,0.1574,0.0507,0.2689,1553
5308214,0.002000,5.1864,26.136192,23.86,0.0663,0.1864,0.0513,0.2689,1553
5318214,0.002000,5.3198,27.552727,22.45,0.0624,-0.4411,0.0520,0.2406,1548
5328214,0.002000,5.4533,26.077839,23.92,0.0665,0.1717,0.0526,0.2692,1553
5338217,0.002000,5.5868,27.550468,22.45,0.0624,-0.4222,0.0533,0.2410,1548
5348218,0.002001,5.7187,26.136633,23.86,0.0663,0.2384,0.0539,0.2699,1553
5358219,0.002000,5.8491,26.077745,23.92,0.0665,0.0461,0.0546,0.2667,1553
5368221,0.002000,5.9810,24.607475,25.39,0.0705,0.7566,0.0552,0.2973,1559
5378221,0.002000,6.1114,26.077745,23.92,0.0665,-0.0226,0.0559,0.2654,1553
5388223,0.002000,6.2418,26.077730,23.92,0.0665,0.0631,0.0566,0.2671,1553
5398224,0.002001,6.3737,26.079643,23.92,0.0664,0.1460,0.0572,0.2687,1553
5408226,0.002001,6.5056,27.550371,22.45,0.0624,-0.5886,0.0579,0.2377,1547
5418228,0.002000,6.6375,26.077745,23.92,0.0665,0.0510,0.0585,0.2668,1553
5428230,0.002001,6.7695,26.136744,23.86,0.0663,0.2635,0.0592,0.2704,1554
5438232,0.002000,6.9029,27.552269,22.45,0.0624,-0.4278,0.0598,0.2409,1548
5448232,0.002000,7.0364,26.077839,23.92,0.0665,0.1739,0.0605,0.2693,1553
5458232,0.002000,7.1698,26.136749,23.86,0.0663,0.3513,0.0611,0.2722,1554
5468232,0.002000,7.3017,26.136650,23.86,0.0663,0.2246,0.0618,0.2696,1553
5478233,0.002000,7.4321,26.077726,23.92,0.0665,0.0437,0.0625,0.2667,1553
5488236,0.002001,7.5641,26.077381,23.92,0.0665,0.1031,0.0631,0.2679,1553
5498236,0.002000,7.6944,26.077745,23.92,0.0665,0.0173,0.0638,0.2661,1553
5508238,0.002000,7.8264,26.077745,23.92,0.0665,0.0029,0.0644,0.2659,1553
5518238,0.002000,7.9583,26.080105,23.92,0.0664,0.2026,0.0651,0.2698,1553
5528238,0.002000,8.0902,26.078186,23.92,0.0664,0.0341,0.0658,0.2665,1553
5538238,0.002000,8.2206,26.077309,23.92,0.0665,0.0729,0.0664,0.2673,1553
5548238,0.002000,8.3541,26.078278,23.92,0.0664,0.1076,0.0671,0.2679,1553
5558238,0.002000,8.4860,27.550358,22.45,0.0624,-0.5285,0.0677,0.2389,1547
5568240,0.002000,8.6194,27.550358,22.45,0.0624,-0.4855,0.0684,0.2397,1547
5578243,0.002000,8.7529,26.136288,23.86,0.0663,0.3237,0.0690,0.2716,1554
5588248,0.002001,8.8848,26.137108,23.86,0.0663,0.2196,0.0697,0.2695,1553
5598248,0.002000,9.0152,26.077305,23.92,0.0665,0.0432,0.0703,0.2667,1553
5608250,0.002000,9.1471,26.018478,23.98,0.0666,-0.0565,0.0710,0.2653,1553
5618251,0.002000,9.2775,27.550388,22.45,0.0624,-0.6291,0.0716,0.2369,1547
5628252,0.002001,9.4079,26.078184,23.92,0.0664,0.0440,0.0723,0.2667,1553
5638254,0.002000,9.5414,26.077274,23.92,0.0665,0.0746,0.0730,0.2673,1553
5648255,0.002000,9.6733,26.079662,23.92,0.0664,0.1479,0.0736,0.2687,1553
5658258,0.002001,9.8037,26.078279,23.92,0.0664,0.1204,0.0743,0.2682,1553
5668260,0.002001,9.9371,26.077400,23.92,0.0665,0.1160,0.0749,0.2681,1553
5678263,0.002001,10.0706,26.136196,23.86,0.0663,0.2460,0.0756,0.2701,1554
5688264,0.002000,10.2025,26.136196,23.86,0.0663,0.2740,0.0762,0.2706,1554
5698266,0.002000,10.3360,26.137112,23.86,0.0663,0.2783,0.0769,0.2707,1554
5708268,0.002000,10.4679,26.079662,23.92,0.0664,0.1882,0.0775,0.2695,1553
5718269,0.002000,10.5983,26.077305,23.92,0.0665,0.0320,0.0782,0.2664,1553
5728270,0.002000,10.7287,26.075006,23.92,0.0665,-0.0341,0.0789,0.2652,1553
5738270,0.002000,10.8606,27.550354,22.45,0.0624,-0.6196,0.0795,0.2370,1547
5748272,0.002001,10.9925,26.077305,23.92,0.0665,0.0460,0.0802,0.2667,1553
5758273,0.002000,11.1244,26.078190,23.92,0.0664,0.0744,0.0808,0.2673,1553
5768274,0.002000,11.2564,26.079626,23.92,0.0664,0.1479,0.0815,0.2687,1553
5778275,0.002000,11.3867,26.079571,23.92,0.0664,0.1319,0.0822,0.2684,1553
5788277,0.002000,11.5202,26.078279,23.92,0.0664,0.1177,0.0828,0.2682,1553
5798277,0.002000,11.6537,27.552713,22.45,0.0624,-0.3916,0.0835,0.2416,1548
5808279,0.002000,11.7871,27.552710,22.45,0.0624,-0.3940,0.0841,0.2415,1548
5818280,0.002000,11.9206,27.550446,22.45,0.0624,-0.4340,0.0847,0.2408,1548
5828281,0.002000,12.0525,26.136194,23.86,0.0663,0.2368,0.0854,0.2699,1553
5838281,0.002000,12.1829,26.077305,23.92,0.0665,0.0460,0.0861,0.2667,1553
5848281,0.002000,12.3148,26.075045,23.92,0.0665,-0.0317,0.0867,0.2652,1553
5858281,0.002000,12.4452,26.137072,23.86,0.0663,0.1537,0.0874,0.2682,1553
5868281,0.002000,12.5771,27.549473,22.45,0.0624,-0.5813,0.0880,0.2378,1547
5878281,0.002000,12.7090,26.079662,23.92,0.0664,0.1877,0.0887,0.2695,1553
5888281,0.002000,12.8410,27.550388,22.45,0.0624,-0.5819,0.0894,0.2378,1547
5898281,0.002000,12.9713,26.078184,23.92,0.0664,0.0519,0.0900,0.2668,1553
5908284,0.002000,13.1048,27.550358,22.45,0.0624,-0.5379,0.0907,0.2387,1547
5918285,0.002001,13.2383,27.609276,22.39,0.0622,-0.3943,0.0913,0.2409,1548
5928288,0.002001,13.3717,26.137108,23.86,0.0663,0.2489,0.0920,0.2701,1554
5938288,0.002000,13.5036,27.550392,22.45,0.0624,-0.4988,0.0926,0.2395,1547
5948290,0.002000,13.6356,26.136192,23.86,0.0663,0.2259,0.0933,0.2697,1553
5958292,0.002000,13.7659,26.077271,23.92,0.0665,0.0441,0.0939,0.2667,1553
5968294,0.002001,13.8963,26.078186,23.92,0.0664,0.0072,0.0946,0.2659,1553
5978294,0.002000,14.0283,26.136194,23.86,0.0663,0.1610,0.0953,0.2684,1553
5988295,0.002000,14.1602,27.550388,22.45,0.0624,-0.5806,0.0959,0.2378,1547
5998296,0.002000,14.2921,26.077305,23.92,0.0665,0.0526,0.0966,0.2669,1553
