i,step,speed,pwm
610,44448731,0.50,-396.59,1700
611,44450730,0.50,-396.59,1700
612,44452731,0.50,-396.53,1700
613,44454731,0.50,-396.53,1700
614,44456730,0.50,-396.53,1700
615,44458731,0.50,-396.59,1700
616,44460731,0.50,-396.59,1700
617,44462730,0.50,-396.59,1700
618,44464731,0.50,-396.53,1700
619,44466731,0.50,-396.53,1700
620,44468731,0.50,-396.53,1700
621,44470730,0.50,-396.54,1700
622,44472731,0.50,-396.54,1700
623,44474730,0.50,-396.54,1700
624,44476731,0.50,-396.59,1700
625,44478731,0.50,-396.59,1700
626,44480730,0.50,-396.59,1700
627,44482731,0.50,-396.59,1700
628,44484731,0.50,-396.59,1700
629,44486730,0.50,-396.59,1700
630,44488731,0.50,-396.59,1700
631,44490731,0.50,-396.59,1700
632,44492731,0.50,-396.59,1700
633,44494731,0.50,-396.59,1700
634,44496731,0.50,-396.59,1700
635,44498730,0.50,-396.59,1700
636,44500731,0.50,-396.58,1700
637,44502731,0.50,-396.58,1700
638,44504731,0.50,-396.58,1700
639,44506730,0.50,-396.64,1700
640,44508731,0.50,-396.64,1700
641,44510730,0.50,-396.64,1700
642,44512731,0.50,-396.57,1700
643,44514731,0.50,-396.57,1700
644,44516731,0.50,-396.57,1700
645,44518730,0.50,-396.52,1700
646,44520731,0.50,-396.52,1700
647,44522730,0.50,-396.52,1700
648,44524731,0.50,-396.46,1700
649,44526731,0.50,-396.46,1700
650,44528731,0.50,-396.46,1700
651,44530730,0.50,-396.42,1700
652,44532731,0.50,-396.42,1700
653,44534731,0.50,-396.42,1700
654,44536730,0.50,-396.38,1700
655,44538731,0.50,-396.38,1700
656,44540731,0.50,-396.38,1700
657,44542730,0.50,-396.34,1700
658,44544731,0.50,-396.34,1700
659,44546730,0.50,-396.34,1700
660,44548731,0.50,-396.41,1700
661,44550731,0.50,-396.41,1700
662,44552730,0.50,-396.41,1700
663,44554731,0.50,-396.37,1700
664,44556731,0.50,-396.37,1700
665,44558730,0.50,-396.37,1700
666,44560731,0.50,-396.33,1700
667,44562731,0.50,-396.33,1700
668,44564731,0.50,-396.33,1700
669,44566730,0.50,-396.42,1700
670,44568731,0.50,-396.42,1700
671,44570730,0.50,-396.42,1700
672,44572731,0.50,-396.42,1700
673,44574731,0.50,-396.42,1700
674,44576730,0.50,-396.42,1700
675,44578731,0.50,-396.38,1700
676,44580731,0.50,-396.38,1700
677,44582730,0.50,-396.38,1700
678,44584731,0.50,-396.46,1700
679,44586731,0.50,-396.46,1700
680,44588731,0.50,-396.46,1700
681,44590730,0.50,-396.48,1700
682,44592731,0.50,-396.48,1700
683,44594730,0.50,-396.48,1700
684,44596731,0.50,-396.42,1700
685,44598731,0.50,-396.42,1700
686,44600730,0.50,-396.42,1700
687,44602731,0.50,-396.44,1700
688,44604731,0.50,-396.44,1700
689,44606730,0.50,-396.44,1700
690,44608731,0.50,-396.39,1700
691,44610731,0.50,-396.39,1700
692,44612731,0.50,-396.39,1700
693,44614730,0.50,-396.47,1700
694,44616731,0.50,-396.47,1700
695,44618730,0.50,-396.47,1700
696,44620731,0.50,-396.36,1700
697,44622731,0.50,-396.36,1700
698,44624730,0.50,-396.36,1700
699,44626731,0.50,-396.38,1700
700,44628731,0.50,-396.38,1700
701,44630731,0.50,-396.38,1700
702,44632730,0.50,-396.40,1700
703,44634731,0.50,-396.40,1700
704,44636731,0.50,-396.40,1700
705,44638731,0.50,-396.31,1700
706,44640730,0.50,-396.31,1700
707,44642731,0.50,-396.31,1700
708,44644731,0.50,-396.33,1700
709,44646730,0.50,-396.33,1700
710,44648731,0.50,-396.33,1700
711,44650731,0.50,-396.36,1700
712,44652731,0.50,-396.36,1700
713,44654730,0.50,-396.36,1700
714,44656731,0.50,-396.37,1700
715,44658731,0.50,-396.37,1700
716,44660731,0.50,-396.37,1700
717,44662730,0.50,-396.34,1700
718,44664731,0.50,-396.34,1700
719,44666730,0.50,-396.34,1700
720,44668731,0.50,-396.36,1700
721,44670731,0.50,-396.36,1700
722,44672731,0.50,-396.36,1700
723,44674730,0.50,-396.44,1700
724,44676731,0.50,-396.44,1700
725,44678730,0.50,-396.44,1700
726,44680731,0.50,-396.45,1700
727,44682731,0.50,-396.45,1700
728,44684731,0.50,-396.45,1700
729,44686730,0.50,-396.40,1700
730,44688731,0.50,-396.40,1700
731,44690730,0.50,-396.40,1700
732,44692731,0.50,-396.53,1700
733,44694731,0.50,-396.53,1700
734,44696730,0.50,-396.53,1700
735,44698731,0.50,-396.59,1700
736,44700731,0.50,-396.59,1700
737,44702731,0.50,-396.59,1700
738,44704730,0.50,-396.59,1700
739,44706731,0.50,-396.59,1700
740,44708730,0.50,-396.59,1700
741,44710731,0.50,-396.64,1700
742,44712731,0.50,-396.64,1700
743,44714730,0.50,-396.64,1700
744,44716731,0.50,-396.58,1700
745,44718731,0.50,-396.58,1700
746,44720730,0.50,-396.58,1700
747,44722731,0.50,-396.63,1700
748,44724731,0.50,-396.63,1700
749,44726730,0.50,-396.63,1700
750,44728731,0.50,-396.57,1700
751,44730731,0.50,-396.57,1700
752,44732731,0.50,-396.57,1700
753,44734730,0.50,-396.58,1700
754,44736731,0.50,-396.58,1700
755,44738730,0.50,-396.58,1700
756,44740731,0.50,-396.62,1700
757,44742731,0.50,-396.62,1700
758,44744730,0.50,-396.62,1700
759,44746731,0.50,-396.50,1700
760,44748731,0.50,-396.50,1700
761,44750731,0.50,-396.50,1700
762,44752730,0.50,-396.46,1700
763,44754731,0.50,-396.46,1700
764,44756730,0.50,-396.46,1700
765,44758731,0.50,-396.46,1700
766,44760731,0.50,-396.46,1700
767,44762730,0.50,-396.46,1700
768,44764731,0.50,-396.36,1700
769,44766731,0.50,-396.36,1700
770,44768730,0.50,-396.36,1700
771,44770731,0.50,-396.38,1700
772,44772731,0.50,-396.38,1700
773,44774730,0.50,-396.38,1700
774,44776731,0.50,-396.35,1700
775,44778730,0.50,-396.35,1700
