i,step,speed,pwm
220,74576792,0.80,-431.57,1820
221,74578791,0.80,-431.57,1820
222,74580792,0.80,-439.70,1820
223,74582792,0.80,-439.70,1820
224,74584792,0.80,-439.70,1820
225,74586791,0.80,-447.73,1820
226,74588792,0.80,-447.73,1820
227,74590791,0.80,-447.73,1820
228,74592792,0.80,-455.74,1820
229,74594792,0.80,-455.74,1820
230,74596792,0.80,-455.74,1820
231,74598792,0.80,-444.30,1820
232,74600792,0.80,-444.30,1820
233,74602792,0.80,-444.30,1820
234,74604791,0.80,-404.30,1820
235,74606792,0.80,-404.30,1820
236,74608791,0.80,-404.30,1820
237,74610792,0.80,-369.73,1820
238,74612792,0.80,-369.73,1820
239,74614792,0.80,-369.73,1820
240,74616791,0.80,-333.43,1820
241,74618792,0.80,-333.43,1820
242,74620791,0.80,-333.43,1820
243,74622792,0.80,-302.99,1820
244,74624792,0.80,-302.99,1820
245,74626792,0.80,-302.99,1820
246,74628791,0.80,-272.69,1820
247,74630792,0.80,-272.69,1820
248,74632792,0.80,-272.69,1820
249,74634791,0.80,-245.42,1820
250,74636792,0.80,-245.42,1820
251,74638792,0.80,-245.42,1820
252,74640791,0.80,-220.88,1820
253,74642792,0.80,-220.88,1820
254,74644792,0.80,-220.88,1820
255,74646791,0.80,-198.79,1820
256,74648792,0.80,-198.79,1820
257,74650792,0.80,-198.79,1820
258,74652791,0.80,-178.91,1820
259,74654792,0.80,-178.91,1820
260,74656792,0.80,-178.91,1820
261,74658791,0.80,-161.02,1820
262,74660792,0.80,-161.02,1820
263,74662792,0.80,-161.02,1820
264,74664791,0.80,-144.92,1820
265,74666792,0.80,-144.92,1820
266,74668792,0.80,-144.92,1820
267,74670791,0.80,-130.43,1820
268,74672792,0.80,-130.43,1820
269,74674792,0.80,-130.43,1820
270,74676791,0.80,-117.39,1820
271,74678792,0.80,-117.39,1820
272,74680792,0.80,-117.39,1820
273,74682791,0.80,-105.65,1820
274,74684792,0.80,-105.65,1820
275,74686792,0.80,-105.65,1820
276,74688791,0.80,-95.08,1820
277,74690792,0.80,-95.08,1820
278,74692792,0.80,-95.08,1820
279,74694791,0.80,-85.57,1820
280,74696792,0.80,-85.57,1820
281,74698792,0.80,-85.57,1820
282,74700791,0.80,-77.02,1820
283,74702792,0.80,-77.02,1820
284,74704792,0.80,-77.02,1820
285,74706791,0.80,-69.32,1820
286,74708792,0.80,-69.32,1820
287,74710792,0.80,-69.32,1820
288,74712791,0.80,-62.38,1820
289,74714792,0.80,-62.38,1820
290,74716792,0.80,-62.38,1820
291,74718791,0.80,-56.15,1820
292,74720792,0.80,-56.15,1820
293,74722792,0.80,-56.15,1820
294,74724791,0.80,-50.53,1820
295,74726792,0.80,-50.53,1820
296,74728792,0.80,-50.53,1820
297,74730791,0.80,-45.48,1820
298,74732792,0.80,-45.48,1820
299,74734792,0.80,-45.48,1820
300,74736791,0.80,-40.93,1820
301,74738792,0.80,-40.93,1820
302,74740792,0.80,-40.93,1820
303,74742791,0.80,-36.84,1820
304,74744792,0.80,-36.84,1820
305,74746792,0.80,-36.84,1820
306,74748791,0.80,-33.15,1820
307,74750792,0.80,-33.15,1820
308,74752792,0.80,-33.15,1820
309,74754791,0.80,-29.84,1820
310,74756792,0.80,-29.84,1820
311,74758792,0.80,-29.84,1820
312,74760791,0.80,-26.85,1820
313,74762792,0.80,-26.85,1820
314,74764792,0.80,-26.85,1820
315,74766791,0.80,-24.17,1820
316,74768792,0.80,-24.17,1820
317,74770792,0.80,-24.17,1820
318,74772791,0.80,-21.75,1820
319,74774792,0.80,-21.75,1820
320,74776792,0.80,-21.75,1820
321,74778791,0.80,-19.58,1820
322,74780792,0.80,-19.58,1820
323,74782792,0.80,-19.58,1820
324,74784791,0.80,-17.62,1820
325,74786792,0.80,-17.62,1820
326,74788792,0.80,-17.62,1820
327,74790791,0.80,-15.86,1820
328,74792792,0.80,-15.86,1820
329,74794792,0.80,-15.86,1820
330,74796791,0.80,-14.27,1820
331,74798792,0.80,-14.27,1820
332,74800792,0.80,-14.27,1820
333,74802791,0.80,-12.84,1820
334,74804792,0.80,-12.84,1820
335,74806792,0.80,-12.84,1820
336,74808791,0.80,-11.56,1820
337,74810792,0.80,-11.56,1820
338,74812792,0.80,-11.56,1820
339,74814791,0.80,-10.40,1820
340,74816792,0.80,-10.40,1820
341,74818792,0.80,-10.40,1820
342,74820791,0.80,-9.36,1820
343,74822792,0.80,-9.36,1820
344,74824792,0.80,-9.36,1820
345,74826791,0.80,-8.43,1820
346,74828792,0.80,-8.43,1820
347,74830792,0.80,-8.43,1820
348,74832791,0.80,-7.58,1820
349,74834792,0.80,-7.58,1820
350,74836792,0.80,-7.58,1820
351,74838791,0.80,-6.83,1820
352,74840792,0.80,-6.83,1820
353,74842792,0.80,-6.83,1820
354,74844791,0.80,-6.14,1820
355,74846792,0.80,-6.14,1820
356,74848792,0.80,-6.14,1820
357,74850791,0.80,-5.53,1820
358,74852792,0.80,-5.53,1820
359,74854792,0.80,-5.53,1820
360,74856791,0.80,-4.98,1820
361,74858792,0.80,-4.98,1820
362,74860792,0.80,-4.98,1820
363,74862791,0.80,-4.48,1820
364,74864792,0.80,-4.48,1820
365,74866792,0.80,-4.48,1820
366,74868791,0.80,-4.03,1820
367,74870792,0.80,-4.03,1820
368,74872792,0.80,-4.03,1820
369,74874791,0.80,-3.63,1820
370,74876792,0.80,-3.63,1820
371,74878792,0.80,-3.63,1820
372,74880791,0.80,-3.26,1820
373,74882792,0.80,-3.26,1820
374,74884792,0.80,-3.26,1820
375,74886791,0.80,-2.94,1820
376,74888792,0.80,-2.94,1820
377,74890792,0.80,-2.94,1820
378,74892791,0.80,-2.64,1820
379,74894792,0.80,-2.64,1820
380,74896792,0.80,-2.64,1820
381,74898791,0.80,-2.38,1820
382,74900792,0.80,-2.38,1820
383,74902792,0.80,-2.38,1820
384,74904791,0.80,-2.14,1820
385,74906792,0.80,-2.14,1820
386,74908792,0.80,-2.14,1820
387,74910791,0.80,-1.93,1820
388,74912792,0.80,-1.93,1820
389,74914792,0.80,-1.93,1820
390,74916791,0.80,-1.74,1820
391,74918792,0.80,-1.74,1820
392,74920792,0.80,-1.74,1820
393,74922791,0.80,-1.56,1820
394,74924792,0.80,-1.56,1820
395,74926792,0.80,-1.56,1820
396,74928791,0.80,-1.41,1820
397,74930792,0.80,-1.41,1820
398,74932792,0.80,-1.41,1820
399,74934791,0.80,-1.26,1820
400,74936792,0.80,-1.26,1820
401,74938792,0.80,-1.26,1820
402,74940791,0.80,-1.14,1820
403,74942792,0.80,-1.14,1820
404,74944792,0.80,-1.14,1820
405,74946791,0.80,-1.02,1820
406,74948792,0.80,-1.02,1820
407,74950792,0.80,-1.02,1820
408,74952791,0.80,-0.92,1820
409,74954792,0.80,-0.92,1820
410,74956792,0.80,-0.92,1820
411,74958791,0.80,-0.83,1820
412,74960792,0.80,-0.83,1820
413,74962792,0.80,-0.83,1820
414,74964791,0.80,-0.75,1820
415,74966792,0.80,-0.75,1820
416,74968792,0.80,-0.75,1820
417,74970791,0.80,-0.67,1820
418,74972792,0.80,-0.67,1820
419,74974792,0.80,-0.67,1820
420,74976791,0.80,-0.60,1820
421,74978792,0.80,-0.60,1820
422,74980792,0.80,-0.60,1820
423,74982791,0.80,-0.54,1820
424,74984792,0.80,-0.54,1820
425,74986792,0.80,-0.54,1820
426,74988791,0.80,-0.49,1820
427,74990792,0.80,-0.49,1820
428,74992792,0.80,-0.49,1820
429,74994791,0.80,-0.44,1820
430,74996792,0.80,-0.44,1820
431,74998792,0.80,-0.44,1820
432,75000791,0.80,-0.40,1820
433,75002792,0.80,-0.40,1820
434,75004792,0.80,-0.40,1820
435,75006791,0.80,-0.36,1820
436,75008792,0.80,-0.36,1820
437,75010792,0.80,-0.36,1820
438,75012791,0.80,-0.32,1820
439,75014792,0.80,-0.32,1820
440,75016792,0.80,-0.32,1820
441,75018791,0.80,-0.29,1820
442,75020792,0.80,-0.29,1820
443,75022792,0.80,-0.29,1820
444,75024791,0.80,-0.26,1820
445,75026792,0.80,-0.26,1820
446,75028792,0.80,-0.26,1820
447,75030791,0.80,-0.23,1820
448,75032792,0.80,-0.23,1820
449,75034792,0.80,-0.23,1820
450,75036791,0.80,-0.21,1820
451,75038792,0.80,-0.21,1820
452,75040792,0.80,-0.21,1820
453,75042791,0.80,-0.19,1820
454,75044792,0.80,-0.19,1820
455,75046792,0.80,-0.19,1820
456,75048791,0.80,-0.17,1820
457,75050792,0.80,-0.17,1820
458,75052792,0.80,-0.17,1820
459,75054791,0.80,-0.15,1820
460,75056792,0.80,-0.15,1820
461,75058792,0.80,-0.15,1820
462,75060791,0.80,-0.14,1820
463,75062792,0.80,-0.14,1820
464,75064792,0.80,-0.14,1820
465,75066791,0.80,-0.12,1820
466,75068792,0.80,-0.12,1820
467,75070792,0.80,-0.12,1820
468,75072791,0.80,-0.11,1820
469,75074792,0.80,-0.11,1820
470,75076792,0.80,-0.11,1820
471,75078791,0.80,-0.10,1820
472,75080792,0.80,-0.10,1820
473,75082792,0.80,-0.10,1820
474,75084791,0.80,-0.88,1820
475,75086792,0.80,-0.88,1820
476,75088791,0.80,-0.88,1820
477,75090792,0.80,-0.79,1820
478,75092792,0.80,-0.79,1820
479,75094791,0.80,-0.79,1820
480,75096792,0.80,-0.71,1820
481,75098792,0.80,-0.71,1820
482,75100791,0.80,-0.71,1820
483,75102792,0.80,-0.64,1820
484,75104792,0.80,-0.64,1820
485,75106791,0.80,-0.64,1820
486,75108792,0.80,-0.58,1820
487,75110792,0.80,-0.58,1820
488,75112791,0.80,-0.58,1820
489,75114792,0.80,-0.52,1820
490,75116792,0.80,-0.52,1820
491,75118791,0.80,-0.52,1820
492,75120792,0.80,-0.47,1820
493,75122792,0.80,-0.47,1820
494,75124791,0.80,-0.47,1820
495,75126792,0.80,-0.42,1820
496,75128792,0.80,-0.42,1820
497,75130791,0.80,-0.42,1820
498,75132792,0.80,-0.38,1820
499,75134792,0.80,-0.38,1820
500,75136791,0.80,-0.38,1820
501,75138792,0.80,-0.34,1820
502,75140792,0.80,-0.34,1820
503,75142791,0.80,-0.34,1820
504,75144792,0.80,-0.31,1820
505,75146792,0.80,-0.31,1820
506,75148791,0.80,-0.31,1820
507,75150792,0.80,-0.28,1820
508,75152792,0.80,-0.28,1820
509,75154791,0.80,-0.28,1820
510,75156792,0.80,-0.25,1820
511,75158792,0.80,-0.25,1820
512,75160791,0.80,-0.25,1820
513,75162792,0.80,-0.22,1820
514,75164792,0.80,-0.22,1820
515,75166791,0.80,-0.22,1820
516,75168792,0.80,-0.20,1820
517,75170792,0.80,-0.20,1820
518,75172791,0.80,-0.20,1820
519,75174792,0.80,-0.18,1820
520,75176792,0.80,-0.18,1820
521,75178791,0.80,-0.18,1820
522,75180792,0.80,-0.16,1820
523,75182792,0.80,-0.16,1820
524,75184791,0.80,-0.16,1820
525,75186792,0.80,-0.15,1820
526,75188792,0.80,-0.15,1820
527,75190791,0.80,-0.15,1820
528,75192792,0.80,-0.13,1820
529,75194792,0.80,-0.13,1820
530,75196791,0.80,-0.13,1820
531,75198792,0.80,-0.12,1820
532,75200792,0.80,-0.12,1820
533,75202791,0.80,-0.12,1820
534,75204792,0.80,-0.11,1820
535,75206792,0.80,-0.11,1820
536,75208791,0.80,-0.11,1820
537,75210792,0.80,-0.10,1820
538,75212792,0.80,-0.10,1820
539,75214791,0.80,-0.10,1820
540,75216792,0.80,-0.09,1820
541,75218792,0.80,-0.09,1820
542,75220791,0.80,-0.09,1820
543,75222792,0.80,-0.08,1820
544,75224792,0.80,-0.08,1820
545,75226791,0.80,-0.08,1820
546,75228792,0.80,-0.07,1820
547,75230792,0.80,-0.07,1820
548,75232791,0.80,-0.07,1820
549,75234792,0.80,-0.06,1820
550,75236792,0.80,-0.06,1820
551,75238791,0.80,-0.06,1820
552,75240792,0.80,-0.06,1820
553,75242792,0.80,-0.06,1820
554,75244791,0.80,-0.06,1820
555,75246792,0.80,-0.79,1820
556,75248792,0.80,-0.79,1820
557,75250791,0.80,-0.79,1820
558,75252792,0.80,-0.71,1820
559,75254792,0.80,-0.71,1820
560,75256791,0.80,-0.71,1820
561,75258792,0.80,-0.64,1820
562,75260792,0.80,-0.64,1820
563,75262791,0.80,-0.64,1820
564,75264792,0.80,-0.58,1820
565,75266792,0.80,-0.58,1820
566,75268791,0.80,-0.58,1820
567,75270792,0.80,-1.32,1820
568,75272792,0.80,-1.32,1820
569,75274791,0.80,-1.32,1820
570,75276792,0.80,-1.19,1820
571,75278792,0.80,-1.19,1820
572,75280791,0.80,-1.19,1820
573,75282792,0.80,-1.07,1820
574,75284792,0.80,-1.07,1820
575,75286791,0.80,-1.07,1820
576,75288792,0.80,-0.96,1820
577,75290792,0.80,-0.96,1820
578,75292791,0.80,-0.96,1820
579,75294792,0.80,-0.86,1820
580,75296792,0.80,-0.86,1820
581,75298791,0.80,-0.86,1820
582,75300792,0.80,-0.78,1820
583,75302792,0.80,-0.78,1820
584,75304791,0.80,-0.78,1820
585,75306792,0.80,-0.70,1820
586,75308792,0.80,-0.70,1820
587,75310791,0.80,-0.70,1820
588,75312792,0.80,-0.63,1820
589,75314792,0.80,-0.63,1820
590,75316791,0.80,-0.63,1820
591,75318792,0.80,-0.57,1820
592,75320792,0.80,-0.57,1820
593,75322791,0.80,-0.57,1820
594,75324792,0.80,-0.51,1820
595,75326792,0.80,-0.51,1820
596,75328791,0.80,-0.51,1820
597,75330792,0.80,-0.46,1820
598,75332792,0.80,-0.46,1820
599,75334791,0.80,-0.46,1820
600,75336792,0.80,-0.41,1820
601,75338792,0.80,-0.41,1820
602,75340791,0.80,-0.41,1820
603,75342792,0.80,-1.10,1820
604,75344792,0.80,-1.10,1820
605,75346791,0.80,-1.10,1820
606,75348792,0.80,-0.99,1820
607,75350792,0.80,-0.99,1820
608,75352791,0.80,-0.99,1820
609,75354792,0.80,-0.89,1820
610,75356792,0.80,-0.89,1820
611,75358791,0.80,-0.89,1820
612,75360792,0.80,-0.81,1820
613,75362792,0.80,-0.81,1820
614,75364791,0.80,-0.81,1820
615,75366792,0.80,-0.72,1820
616,75368792,0.80,-0.72,1820
617,75370791,0.80,-0.72,1820
618,75372792,0.80,-0.65,1820
619,75374792,0.80,-0.65,1820
620,75376791,0.80,-0.65,1820
621,75378792,0.80,-1.38,1820
622,75380792,0.80,-1.38,1820
623,75382792,0.80,-1.38,1820
624,75384791,0.80,-1.25,1820
625,75386792,0.80,-1.25,1820
626,75388792,0.80,-1.25,1820
627,75390791,0.80,-1.12,1820
628,75392792,0.80,-1.12,1820
629,75394792,0.80,-1.12,1820
630,75396791,0.80,-1.01,1820
631,75398792,0.80,-1.01,1820
632,75400792,0.80,-1.01,1820
633,75402791,0.80,-0.91,1820
634,75404792,0.80,-0.91,1820
635,75406792,0.80,-0.91,1820
636,75408791,0.80,-0.82,1820
637,75410792,0.80,-0.82,1820
638,75412792,0.80,-0.82,1820
639,75414791,0.80,-0.74,1820
640,75416792,0.80,-0.74,1820
641,75418792,0.80,-0.74,1820
642,75420791,0.80,-0.66,1820
643,75422792,0.80,-0.66,1820
644,75424792,0.80,-0.66,1820
645,75426791,0.80,-0.60,1820
646,75428792,0.80,-0.60,1820
647,75430792,0.80,-0.60,1820
648,75432791,0.80,-1.33,1820
649,75434792,0.80,-1.33,1820
650,75436792,0.80,-1.33,1820
651,75438791,0.80,-1.20,1820
652,75440792,0.80,-1.20,1820
653,75442792,0.80,-1.20,1820
654,75444791,0.80,-1.08,1820
655,75446792,0.80,-1.08,1820
656,75448792,0.80,-1.08,1820
657,75450791,0.80,-1.09,1820
658,75452792,0.80,-1.09,1820
659,75454791,0.80,-1.09,1820
660,75456792,0.80,-1.60,1820
661,75458792,0.80,-1.60,1820
662,75460792,0.80,-1.60,1820
663,75462791,0.80,-1.44,1820
664,75464792,0.80,-1.44,1820
665,75466792,0.80,-1.44,1820
666,75468791,0.80,-1.29,1820
667,75470792,0.80,-1.29,1820
668,75472792,0.80,-1.29,1820
669,75474791,0.80,-1.16,1820
670,75476792,0.80,-1.16,1820
671,75478792,0.80,-1.16,1820
672,75480791,0.80,-1.05,1820
673,75482792,0.80,-1.05,1820
674,75484792,0.80,-1.05,1820
675,75486791,0.80,-0.94,1820
676,75488792,0.80,-0.94,1820
677,75490792,0.80,-0.94,1820
678,75492791,0.80,-0.85,1820
679,75494792,0.80,-0.85,1820
680,75496792,0.80,-0.85,1820
681,75498791,0.80,-0.76,1820
682,75500792,0.80,-0.76,1820
683,75502792,0.80,-0.76,1820
684,75504791,0.80,-0.69,1820
685,75506792,0.80,-0.69,1820
686,75508792,0.80,-0.69,1820
687,75510791,0.80,-0.62,1820
688,75512792,0.80,-0.62,1820
689,75514792,0.80,-0.62,1820
690,75516791,0.80,-0.56,1820
691,75518792,0.80,-0.56,1820
692,75520792,0.80,-0.56,1820
693,75522791,0.80,-0.50,1820
694,75524792,0.80,-0.50,1820
695,75526792,0.80,-0.50,1820
696,75528791,0.80,-0.45,1820
697,75530792,0.80,-0.45,1820
698,75532792,0.80,-0.45,1820
699,75534791,0.80,-0.41,1820
700,75536792,0.80,-0.41,1820
701,75538792,0.80,-0.41,1820
702,75540791,0.80,-0.37,1820
703,75542792,0.80,-0.37,1820
704,75544792,0.80,-0.37,1820
705,75546791,0.80,-0.33,1820
706,75548792,0.80,-0.33,1820
707,75550792,0.80,-0.33,1820
708,75552791,0.80,-0.30,1820
709,75554792,0.80,-0.30,1820
710,75556792,0.80,-0.30,1820
711,75558791,0.80,-0.27,1820
712,75560792,0.80,-0.27,1820
713,75562792,0.80,-0.27,1820
714,75564791,0.80,-0.24,1820
715,75566792,0.80,-0.24,1820
716,75568792,0.80,-0.24,1820
717,75570791,0.80,-0.22,1820
718,75572792,0.80,-0.22,1820
719,75574792,0.80,-0.22,1820
720,75576791,0.80,-0.19,1820
721,75578792,0.80,-0.19,1820
722,75580792,0.80,-0.19,1820
723,75582791,0.80,-0.17,1820
724,75584792,0.80,-0.17,1820
725,75586792,0.80,-0.17,1820
726,75588791,0.80,-0.16,1820
727,75590792,0.80,-0.16,1820
728,75592792,0.80,-0.16,1820
729,75594791,0.80,-0.14,1820
730,75596792,0.80,-0.14,1820
731,75598792,0.80,-0.14,1820
732,75600791,0.80,-0.13,1820
733,75602792,0.80,-0.13,1820
734,75604792,0.80,-0.13,1820
735,75606791,0.80,-0.11,1820
736,75608792,0.80,-0.11,1820
737,75610792,0.80,-0.11,1820
738,75612791,0.80,-0.10,1820
739,75614792,0.80,-0.10,1820
740,75616792,0.80,-0.10,1820
741,75618791,0.80,-0.89,1820
742,75620792,0.80,-0.89,1820
743,75622791,0.80,-0.89,1820
744,75624792,0.80,-0.80,1820
745,75626792,0.80,-0.80,1820
746,75628791,0.80,-0.80,1820
747,75630792,0.80,-0.72,1820
748,75632792,0.80,-0.72,1820
749,75634791,0.80,-0.72,1820
750,75636792,0.80,-0.65,1820
751,75638792,0.80,-0.65,1820
752,75640791,0.80,-0.65,1820
753,75642792,0.80,-0.58,1820
754,75644792,0.80,-0.58,1820
755,75646791,0.80,-0.58,1820
756,75648792,0.80,-0.53,1820
757,75650792,0.80,-0.53,1820
758,75652791,0.80,-0.53,1820
759,75654792,0.80,-0.47,1820
760,75656792,0.80,-0.47,1820
761,75658791,0.80,-0.47,1820
762,75660792,0.80,-0.43,1820
763,75662792,0.80,-0.43,1820
764,75664791,0.80,-0.43,1820
765,75666792,0.80,-0.38,1820
766,75668792,0.80,-0.38,1820
767,75670791,0.80,-0.38,1820
768,75672792,0.80,-0.34,1820
769,75674792,0.80,-0.34,1820
770,75676791,0.80,-0.34,1820
771,75678792,0.80,-0.31,1820
772,75680792,0.80,-0.31,1820
773,75682791,0.80,-0.31,1820
774,75684792,0.80,-0.28,1820
775,75686792,0.80,-0.28,1820
776,75688791,0.80,-0.28,1820
