0,32825145,0.40,-168.61,1660
1,32827145,0.40,-168.61,1660
2,32829144,0.40,-168.61,1660
3,32831145,0.40,-151.74,1660
4,32833145,0.40,-151.74,1660
5,32835144,0.40,-151.74,1660
6,32837145,0.40,-136.57,1660
7,32839145,0.40,-136.57,1660
8,32841144,0.40,-136.57,1660
9,32843145,0.40,-122.91,1660
10,32845145,0.40,-122.91,1660
11,32847144,0.40,-122.91,1660
12,32849145,0.40,-110.62,1660
13,32851145,0.40,-110.62,1660
14,32853144,0.40,-110.62,1660
15,32855145,0.40,-99.56,1660
16,32857145,0.40,-99.56,1660
17,32859144,0.40,-99.56,1660
18,32861145,0.40,-89.60,1660
19,32863145,0.40,-89.60,1660
20,32865144,0.40,-89.60,1660
21,32867145,0.40,-80.64,1660
22,32869145,0.40,-80.64,1660
23,32871144,0.40,-80.64,1660
24,32873145,0.40,-72.58,1660
25,32875145,0.40,-72.58,1660
26,32877144,0.40,-72.58,1660
27,32879145,0.40,-65.32,1660
28,32881145,0.40,-65.32,1660
29,32883144,0.40,-65.32,1660
30,32885145,0.40,-58.79,1660
31,32887145,0.40,-58.79,1660
32,32889144,0.40,-58.79,1660
33,32891145,0.40,-52.91,1660
34,32893145,0.40,-52.91,1660
35,32895144,0.40,-52.91,1660
36,32897145,0.40,-47.62,1660
37,32899145,0.40,-47.62,1660
38,32901144,0.40,-47.62,1660
39,32903145,0.40,-42.86,1660
40,32905145,0.40,-42.86,1660
41,32907144,0.40,-42.86,1660
42,32909145,0.40,-38.57,1660
43,32911145,0.40,-38.57,1660
44,32913144,0.40,-38.57,1660
45,32915145,0.40,-34.71,1660
46,32917145,0.40,-34.71,1660
47,32919144,0.40,-34.71,1660
48,32921145,0.40,-31.24,1660
49,32923145,0.40,-31.24,1660
50,32925144,0.40,-31.24,1660
51,32927145,0.40,-28.12,1660
52,32929145,0.40,-28.12,1660
53,32931144,0.40,-28.12,1660
54,32933145,0.40,-25.31,1660
55,32935145,0.40,-25.31,1660
56,32937144,0.40,-25.31,1660
57,32939145,0.40,-22.78,1660
58,32941145,0.40,-22.78,1660
59,32943144,0.40,-22.78,1660
60,32945145,0.40,-20.50,1660
61,32947145,0.40,-20.50,1660
62,32949144,0.40,-20.50,1660
63,32951145,0.40,-17.71,1660
64,32953145,0.40,-17.71,1660
65,32955144,0.40,-17.71,1660
66,32957145,0.40,-12.87,1660
67,32959145,0.40,-12.87,1660
68,32961144,0.40,-12.87,1660
69,32963145,0.40,-6.59,1660
70,32965145,0.40,-6.59,1660
71,32967145,0.40,-6.59,1660
72,32969144,0.40,-2.40,1660
73,32971145,0.40,-2.40,1660
74,32973145,0.40,-2.40,1660
75,32975144,0.40,-2.50,1660
76,32977145,0.40,-2.50,1660
77,32979144,0.40,-2.50,1660
78,32981145,0.40,-5.49,1660
79,32983145,0.40,-5.49,1660
80,32985145,0.40,-5.49,1660
81,32987144,0.40,-10.23,1660
82,32989145,0.40,-10.23,1660
83,32991145,0.40,-10.23,1660
84,32993144,0.40,-15.68,1660
85,32995145,0.40,-15.68,1660
86,32997145,0.40,-15.68,1660
87,32999144,0.40,-21.27,1660
88,33001145,0.40,-21.27,1660
89,33003144,0.40,-21.27,1660
90,33005145,0.40,-26.81,1660
91,33007145,0.40,-26.81,1660
92,33009144,0.40,-26.81,1660
93,33011145,0.40,-32.08,1660
94,33013145,0.40,-32.08,1660
95,33015144,0.40,-32.08,1660
96,33017145,0.40,-37.06,1660
97,33019145,0.40,-37.06,1660
98,33021144,0.40,-37.06,1660
99,33023145,0.40,-41.65,1660
100,33025145,0.40,-41.65,1660
101,33027144,0.40,-41.65,1660
102,33029145,0.40,-45.89,1660
103,33031145,0.40,-45.89,1660
104,33033144,0.40,-45.89,1660
105,33035145,0.40,-49.77,1660
106,33037145,0.40,-49.77,1660
107,33039144,0.40,-49.77,1660
108,33041145,0.40,-53.26,1660
109,33043145,0.40,-53.26,1660
110,33045144,0.40,-53.26,1660
111,33047145,0.40,-56.28,1660
112,33049145,0.40,-56.28,1660
113,33051145,0.40,-56.28,1660
114,33053144,0.40,-60.71,1660
115,33055145,0.40,-60.71,1660
116,33057145,0.40,-60.71,1660
117,33059144,0.40,-65.78,1660
118,33061145,0.40,-65.78,1660
119,33063145,0.40,-65.78,1660
120,33065144,0.40,-70.90,1660
121,33067145,0.40,-70.90,1660
122,33069144,0.40,-70.90,1660
123,33071145,0.40,-77.90,1660
124,33073145,0.40,-77.90,1660
125,33075144,0.40,-77.90,1660
126,33077145,0.40,-86.87,1660
127,33079145,0.40,-86.87,1660
128,33081145,0.40,-86.87,1660
129,33083144,0.40,-97.10,1660
130,33085145,0.40,-97.10,1660
131,33087144,0.40,-97.10,1660
132,33089145,0.40,-107.90,1660
133,33091145,0.40,-107.90,1660
134,33093144,0.40,-107.90,1660
135,33095145,0.40,-119.84,1660
136,33097145,0.40,-119.84,1660
