current_time,dt,position,current_velocity,error,normalized_error,derivative,integral,output,pwm
8907943,0.002000,-59.2485,19.839886,0.16,0.0003,0.5837,0.1218,0.0711,1528
8917943,0.002000,-59.4816,20.167454,-0.17,-0.0004,0.4779,0.1218,0.0709,1528
8927943,0.002000,-59.7148,20.351254,-0.35,-0.0007,0.6122,0.1217,0.0711,1528
8937943,0.002000,-59.9357,24.032373,-4.03,-0.0084,-0.2908,0.1216,-0.0712,1472
8947943,0.002000,-60.1566,20.351526,-0.35,-0.0007,0.5860,0.1216,0.0710,1528
8957943,0.002000,-60.3898,24.032433,-4.03,-0.0084,-0.2994,0.1215,-0.0712,1472
8967943,0.002000,-60.6106,23.296461,-3.30,-0.0069,-0.2083,0.1215,-0.0709,1472
8977943,0.002000,-60.7825,14.215221,5.78,0.0121,1.2783,0.1215,0.0733,1529
8987943,0.002000,-60.9543,17.160597,2.84,0.0059,0.0985,0.1216,0.0706,1528
8997943,0.002000,-61.1138,14.031349,5.97,0.0125,0.6498,0.1217,0.0721,1528
9007943,0.002000,-61.2488,12.783244,7.22,0.0151,0.4691,0.1218,0.0720,1528
9017943,0.002000,-61.3838,13.519732,6.48,0.0136,0.1159,0.1219,0.0712,1528
9027943,0.002000,-61.5188,12.456282,7.54,0.0158,0.2976,0.1221,0.0717,1528
9037943,0.002000,-61.6538,12.783632,7.22,0.0151,0.1989,0.1222,0.0715,1528
9047943,0.002000,-61.7765,12.272208,7.73,0.0162,0.1129,0.1224,0.0714,1528
9057943,0.002000,-61.8869,8.079319,11.92,0.0249,0.9142,0.1225,0.0736,1529
9067943,0.002000,-61.9851,7.567895,12.43,0.0260,0.6852,0.1228,0.0732,1529
9077943,0.002000,-62.0587,6.320177,13.68,0.0286,0.5000,0.1230,0.0731,1529
9087943,0.002000,-62.1324,6.320177,13.68,0.0286,0.3164,0.1233,0.0727,1529
9097943,0.002000,-62.1937,1.943214,18.06,0.0378,1.1447,0.1236,0.0750,1529
9107943,0.002000,-62.2060,0.000000,20.00,0.0418,0.7095,0.1240,0.0744,1529
9117943,0.002000,-62.2183,0.000000,20.00,0.0418,0.3805,0.1244,0.0738,1529
9127943,0.002000,-62.2183,0.000000,20.00,0.0418,0.1247,0.1248,0.0734,1529
9137943,0.002000,-62.2183,0.000000,20.00,0.0418,0.0409,0.1252,0.0732,1529
9147943,0.002000,-62.2183,0.000000,20.00,0.0418,0.0134,0.1256,0.0731,1529
9157943,0.002000,-62.2305,0.184073,19.82,0.0415,0.1412,0.1260,0.0734,1529
9167943,0.002000,-62.2305,0.000000,20.00,0.0418,0.0621,0.1264,0.0732,1529
9177943,0.002000,-62.2428,1.247717,18.75,0.0392,-0.0653,0.1268,0.0728,1529
9187943,0.002000,-62.2428,0.000000,20.00,0.0418,0.1014,0.1272,0.0733,1529
9197943,0.002000,-62.2428,0.000000,20.00,0.0418,0.0332,0.1276,0.0732,1529
9207943,0.002000,-62.2428,0.000000,20.00,0.0418,0.0109,0.1281,0.0731,1529
9217943,0.002000,-62.2428,0.000000,20.00,0.0418,0.0036,0.1285,0.0731,1529
9227943,0.002000,-62.2428,0.000000,20.00,0.0418,0.0012,0.1289,0.0731,1529
9237943,0.002000,-62.2428,0.000000,20.00,0.0418,0.0004,0.1293,0.0731,1529
9247943,0.002000,-62.2428,0.000000,20.00,0.0418,0.0001,0.1297,0.0731,1529
9257943,0.002000,-62.2060,-5.952031,25.95,0.0543,0.8772,0.1302,0.0757,1530
9267943,0.002000,-62.0710,-16.976522,36.98,0.0774,1.8350,0.1309,0.0792,1531
9277943,0.002000,-61.9483,-7.342675,27.34,0.0572,-1.0488,0.1316,0.0723,1528
9287943,0.002000,-61.9851,6.688324,13.31,0.0278,-2.0955,0.1320,-0.0718,1472
9297943,0.002000,-62.1569,22.089781,-2.09,-0.0044,-2.9227,0.1321,-0.0757,1470
9307943,0.002000,-62.3655,23.112627,-3.11,-0.0065,-1.3912,0.1320,-0.0731,1471
9317943,0.002000,-62.5864,24.031691,-4.03,-0.0084,-0.8279,0.1320,-0.0722,1472
9327943,0.002000,-62.8196,24.032993,-4.03,-0.0084,-0.4048,0.1319,-0.0714,1472
9337943,0.002000,-63.0527,24.032993,-4.03,-0.0084,-0.2661,0.1319,-0.0711,1472
9347943,0.002000,-63.2982,24.543760,-4.54,-0.0095,-0.1349,0.1318,-0.0709,1472
9357943,0.002000,-63.5436,24.544128,-4.54,-0.0095,-0.0442,0.1317,-0.0708,1472
9367943,0.002000,-63.7891,24.544416,-4.54,-0.0095,-0.0146,0.1316,-0.0707,1472
9377943,0.002000,-64.0345,24.544258,-4.54,-0.0095,-0.0048,0.1315,-0.0707,1472
9387943,0.002000,-64.2799,24.544416,-4.54,-0.0095,-0.0016,0.1314,-0.0707,1472
9397943,0.002000,-64.5254,24.543760,-4.54,-0.0095,-0.0005,0.1313,-0.0707,1472
9407943,0.002000,-64.7831,24.727781,-4.73,-0.0099,0.1367,0.1312,-0.0705,1472
9417943,0.002000,-65.0285,24.543760,-4.54,-0.0095,0.0606,0.1311,-0.0706,1472
9427943,0.002000,-65.2739,24.543760,-4.54,-0.0095,0.0198,0.1310,-0.0707,1472
9437943,0.002000,-65.5194,24.544416,-4.54,-0.0095,0.0064,0.1309,-0.0707,1472
9447943,0.002000,-65.7648,24.543760,-4.54,-0.0095,0.0022,0.1308,-0.0707,1472
9457943,0.002000,-66.0103,24.543760,-4.54,-0.0095,0.0007,0.1307,-0.0707,1472
9467943,0.002000,-66.2434,23.296072,-3.30,-0.0069,0.0858,0.1306,-0.0703,1472
9477943,0.002000,-66.4766,23.297089,-3.30,-0.0069,-0.0092,0.1305,-0.0705,1472
9487943,0.002000,-66.7098,24.032602,-4.03,-0.0084,-0.2113,0.1305,-0.0710,1472
9497943,0.002000,-66.9429,24.359741,-4.36,-0.0091,-0.2539,0.1304,-0.0711,1472
9507943,0.002000,-67.1638,24.033154,-4.03,-0.0084,-0.3328,0.1304,-0.0712,1472
9517943,0.002000,-67.3847,23.296312,-3.30,-0.0069,-0.2193,0.1303,-0.0709,1472
9527943,0.002000,-67.6056,23.111710,-3.11,-0.0065,-0.2459,0.1303,-0.0709,1472
9537943,0.002000,-67.8388,24.033154,-4.03,-0.0084,-0.3049,0.1302,-0.0712,1472
9547943,0.002000,-68.0597,23.296507,-3.30,-0.0069,-0.2101,0.1302,-0.0709,1472
9557943,0.002000,-68.2806,23.297089,-3.30,-0.0069,-0.2542,0.1301,-0.0710,1472
9567943,0.002000,-68.5137,24.360287,-4.36,-0.0091,-0.3430,0.1301,-0.0713,1472
9577943,0.002000,-68.7346,23.296770,-3.30,-0.0069,-0.1907,0.1300,-0.0709,1472
9587943,0.002000,-68.9555,23.297089,-3.30,-0.0069,-0.2478,0.1300,-0.0710,1472
9597943,0.002000,-69.1764,20.168701,-0.17,-0.0004,0.5360,0.1299,0.0710,1528
9607943,0.002000,-69.4096,20.168037,-0.17,-0.0004,0.4941,0.1299,0.0709,1528
9617943,0.002000,-69.6305,23.296312,-3.30,-0.0069,-0.1741,0.1298,-0.0708,1472
9627943,0.002000,-69.8513,23.296312,-3.30,-0.0069,-0.2423,0.1298,-0.0710,1472
9637943,0.002000,-70.0845,24.032835,-4.03,-0.0084,-0.2879,0.1297,-0.0712,1472
9647943,0.002000,-70.3054,24.032835,-4.03,-0.0084,-0.3758,0.1297,-0.0713,1472
9657943,0.002000,-70.5263,20.350224,-0.35,-0.0007,0.5585,0.1296,0.0710,1528
9667943,0.002000,-70.7595,19.838743,0.16,0.0003,0.5689,0.1296,0.0711,1528
9677943,0.002000,-70.9804,23.296507,-3.30,-0.0069,-0.1817,0.1295,-0.0708,1472
9687943,0.002000,-71.2013,23.112371,-3.11,-0.0065,-0.2337,0.1295,-0.0709,1472
9697943,0.002000,-71.4344,24.032806,-4.03,-0.0084,-0.3008,0.1294,-0.0712,1472
9707943,0.002000,-71.6553,20.352833,-0.35,-0.0007,0.5824,0.1293,0.0710,1528
9717943,0.002000,-71.8762,19.840685,0.16,0.0003,0.5765,0.1293,0.0711,1528
9727943,0.002000,-72.1094,24.032274,-4.03,-0.0084,-0.3502,0.1292,-0.0713,1472
9737943,0.002000,-72.3425,23.296507,-3.30,-0.0069,-0.0770,0.1292,-0.0706,1472
9747943,0.002000,-72.5634,20.352558,-0.35,-0.0007,0.5809,0.1291,0.0710,1528
9757943,0.002000,-72.7966,23.296734,-3.30,-0.0069,-0.1299,0.1290,-0.0707,1472
9767943,0.002000,-73.0175,23.297089,-3.30,-0.0069,-0.2279,0.1290,-0.0709,1472
9777943,0.002000,-73.2506,23.296312,-3.30,-0.0069,-0.1119,0.1289,-0.0707,1472
9787943,0.002000,-73.4715,23.111710,-3.11,-0.0065,-0.2107,0.1289,-0.0709,1472
9797943,0.002000,-73.7047,24.359741,-4.36,-0.0091,-0.3445,0.1288,-0.0713,1472
9807943,0.002000,-73.9256,24.032921,-4.03,-0.0084,-0.3623,0.1288,-0.0713,1472
9817943,0.002000,-74.1465,23.296312,-3.30,-0.0069,-0.2290,0.1287,-0.0709,1472
9827943,0.002000,-74.3674,23.111710,-3.11,-0.0065,-0.2491,0.1287,-0.0709,1472
9837943,0.002000,-74.5883,20.165545,-0.17,-0.0003,0.5203,0.1286,0.0710,1528
9847943,0.002000,-74.8214,24.359741,-4.36,-0.0091,-0.3881,0.1286,-0.0714,1472
9857943,0.002000,-75.0423,23.297089,-3.30,-0.0069,-0.2056,0.1285,-0.0709,1472
9867943,0.002000,-75.2632,20.352833,-0.35,-0.0007,0.5386,0.1285,0.0710,1528
9877943,0.002000,-75.4841,19.838844,0.16,0.0003,0.5625,0.1284,0.0711,1528
9887943,0.002000,-75.7173,24.033154,-4.03,-0.0084,-0.3551,0.1284,-0.0713,1472
9897943,0.002000,-75.9382,20.168037,-0.17,-0.0004,0.5759,0.1283,0.0711,1528
9907943,0.002000,-76.1591,20.168701,-0.17,-0.0004,0.5071,0.1283,0.0709,1528
9917943,0.002000,-76.2941,3.006223,16.99,0.0356,3.3390,0.1284,0.0789,1531
9927943,0.002000,-76.2204,-6.648501,26.65,0.0558,1.8823,0.1289,0.0777,1531
9937943,0.002000,-76.2082,4.010063,15.99,0.0335,-1.1856,0.1294,0.0703,1528
9947943,0.002000,-76.2327,0.184179,19.82,0.0415,0.2867,0.1298,0.0736,1529
9957943,0.002000,-76.1591,-6.134923,26.13,0.0547,0.5536,0.1303,0.0751,1530
9967943,0.002000,-76.0854,-6.135087,26.14,0.0547,0.0332,0.1309,0.0741,1529
9977943,0.002000,-76.0854,4.194193,15.81,0.0331,-1.6068,0.1313,-0.0705,1472
9987943,0.002000,-76.1713,7.893999,12.11,0.0253,-0.7124,0.1316,0.0706,1528
9997943,0.002000,-76.2327,0.879644,19.12,0.0400,1.1848,0.1319,0.0752,1530
10007943,0.002000,-76.1713,-6.136957,26.14,0.0547,1.0600,0.1324,0.0761,1530
10017943,0.002000,-76.0732,-11.024628,31.02,0.0649,1.0020,0.1330,0.0767,1530
10027943,0.002000,-75.9627,-12.271880,32.27,0.0675,0.5992,0.1336,0.0761,1530
10037943,0.002000,-75.8400,-16.463470,36.46,0.0763,1.2212,0.1343,0.0780,1531
10047943,0.002000,-75.6927,-16.975380,36.98,0.0774,0.7857,0.1350,0.0772,1530
10057943,0.002000,-75.5455,-16.463470,36.46,0.0763,0.5327,0.1358,0.0767,1530
10067943,0.002000,-75.4228,-12.272208,32.27,0.0675,-0.2311,0.1365,0.0746,1529
10077943,0.002000,-75.2878,-12.783016,32.78,0.0686,-0.1614,0.1372,0.0748,1529
10087943,0.002000,-75.1405,-16.647816,36.65,0.0767,0.6392,0.1379,0.0769,1530
10097943,0.002000,-75.0301,-11.024879,31.02,0.0649,-0.2976,0.1385,0.0743,1529
10107943,0.002000,-74.9073,-12.272208,32.27,0.0675,0.0253,0.1392,0.0751,1530
10117943,0.002000,-74.7724,-12.272208,32.27,0.0675,-0.1397,0.1399,0.0748,1529
10127943,0.002000,-74.6251,-16.647926,36.65,0.0767,0.6942,0.1406,0.0770,1530
10137943,0.002000,-74.5024,-12.272208,32.27,0.0675,-0.1940,0.1413,0.0747,1529
10147943,0.002000,-74.3797,-12.272208,32.27,0.0675,-0.0636,0.1420,0.0749,1529
10157943,0.002000,-74.2447,-12.271880,32.27,0.0675,-0.1690,0.1427,0.0747,1529
10167943,0.002000,-74.1097,-13.519538,33.52,0.0701,0.0303,0.1434,0.0753,1530
10177943,0.002000,-73.9747,-16.463638,36.46,0.0763,0.7640,0.1441,0.0771,1530
10187943,0.002000,-73.8520,-12.271880,32.27,0.0675,-0.1554,0.1448,0.0747,1529
10197943,0.002000,-73.7293,-12.271880,32.27,0.0675,-0.0509,0.1454,0.0749,1529
10207943,0.002000,-73.5943,-12.456339,32.46,0.0679,-0.1535,0.1461,0.0748,1529
10217943,0.002000,-73.4593,-12.272208,32.27,0.0675,-0.2141,0.1468,0.0746,1529
10227943,0.002000,-73.3366,-12.272208,32.27,0.0675,-0.0701,0.1475,0.0749,1529
10237943,0.002000,-73.2138,-12.271880,32.27,0.0675,-0.0230,0.1482,0.0750,1529
10247943,0.002000,-73.0666,-13.703268,33.70,0.0705,-0.0590,0.1489,0.0752,1530
10257943,0.002000,-72.9193,-16.463470,36.46,0.0763,0.5710,0.1496,0.0768,1530
10267943,0.002000,-72.7966,-15.952532,35.95,0.0752,0.7439,0.1503,0.0770,1530
10277943,0.002000,-72.6739,-12.271880,32.27,0.0675,-0.1143,0.1510,0.0748,1529
10287943,0.002000,-72.5266,-12.783367,32.78,0.0686,-0.2711,0.1517,0.0746,1529
10297943,0.002000,-72.3916,-12.271880,32.27,0.0675,-0.2846,0.1524,0.0745,1529
10307943,0.002000,-72.2689,-12.272064,32.27,0.0675,-0.0932,0.1531,0.0749,1529
10317943,0.002000,-72.1216,-16.647926,36.65,0.0767,0.7095,0.1538,0.0770,1530
10327943,0.002000,-71.9744,-16.647926,36.65,0.0767,0.5510,0.1545,0.0767,1530
10337943,0.002000,-71.8517,-12.271880,32.27,0.0675,-0.2410,0.1552,0.0746,1529
10347943,0.002000,-71.7289,-12.272208,32.27,0.0675,-0.0789,0.1559,0.0749,1529
10357943,0.002000,-71.5939,-12.271880,32.27,0.0675,-0.1740,0.1566,0.0747,1529
10367943,0.002000,-71.4590,-12.272208,32.27,0.0675,-0.2050,0.1573,0.0747,1529
10377943,0.002000,-71.3240,-12.272064,32.27,0.0675,-0.2152,0.1580,0.0746,1529
10387943,0.002000,-71.1767,-16.463638,36.46,0.0763,0.6584,0.1587,0.0769,1530
10397943,0.002000,-71.0540,-12.271880,32.27,0.0675,-0.1900,0.1594,0.0747,1529
10407943,0.002000,-70.9067,-16.463638,36.46,0.0763,0.6666,0.1601,0.0769,1530
10417943,0.002000,-70.7717,-16.466244,36.47,0.0763,0.6901,0.1608,0.0770,1530
10427943,0.002000,-70.6490,-12.271880,32.27,0.0675,-0.1799,0.1615,0.0747,1529
10437943,0.002000,-70.5140,-12.783272,32.78,0.0686,-0.1445,0.1622,0.0748,1529
10447943,0.002000,-70.3668,-16.647606,36.65,0.0767,0.6448,0.1629,0.0769,1530
10457943,0.002000,-70.2318,-12.783791,32.78,0.0686,-0.2958,0.1636,0.0746,1529
10467943,0.002000,-70.1091,-12.272208,32.27,0.0675,-0.1447,0.1643,0.0748,1529
10477943,0.002000,-69.9741,-16.463797,36.46,0.0763,0.8295,0.1650,0.0772,1530
10487943,0.002000,-69.8268,-16.650309,36.65,0.0767,0.6066,0.1657,0.0768,1530
10497943,0.002000,-69.7041,-12.272208,32.27,0.0675,-0.2230,0.1664,0.0746,1529
10507943,0.002000,-69.5691,-16.463638,36.46,0.0763,0.8038,0.1671,0.0772,1530
10517943,0.002000,-69.4341,-13.519909,33.52,0.0701,-0.0568,0.1678,0.0751,1530
10527943,0.002000,-69.2991,-12.272064,32.27,0.0675,-0.2894,0.1685,0.0745,1529
10537943,0.002000,-69.1764,-12.272208,32.27,0.0675,-0.0948,0.1692,0.0749,1529
10547943,0.002000,-69.0537,-12.271880,32.27,0.0675,-0.0311,0.1699,0.0750,1529
10557943,0.002000,-68.9064,-16.463470,36.46,0.0763,0.7186,0.1706,0.0770,1530
10567943,0.002000,-68.7837,-12.271880,32.27,0.0675,-0.1703,0.1713,0.0747,1529
10577943,0.002000,-68.6732,-11.024628,31.02,0.0649,-0.1413,0.1719,0.0746,1529
10587943,0.002000,-68.5383,-12.271880,32.27,0.0675,-0.0716,0.1726,0.0749,1529
10597943,0.002000,-68.3910,-16.650419,36.65,0.0767,0.7172,0.1733,0.0771,1530
10607943,0.002000,-68.2560,-13.519344,33.52,0.0701,-0.1012,0.1740,0.0750,1530
10617943,0.002000,-68.1333,-12.272064,32.27,0.0675,-0.1559,0.1747,0.0747,1529
10627943,0.002000,-67.9983,-12.783791,32.78,0.0686,-0.1367,0.1754,0.0749,1529
10637943,0.002000,-67.8633,-16.463797,36.46,0.0763,0.7843,0.1761,0.0772,1530
10647943,0.002000,-67.7406,-12.271880,32.27,0.0675,-0.1488,0.1768,0.0748,1529
10657943,0.002000,-67.6056,-12.456339,32.46,0.0679,-0.1856,0.1775,0.0747,1529
10667943,0.002000,-67.4829,-12.272064,32.27,0.0675,-0.0766,0.1782,0.0749,1529
10677943,0.002000,-67.3602,-13.520313,33.52,0.0701,0.2086,0.1788,0.0756,1530
10687943,0.002000,-67.2252,-12.783050,32.78,0.0686,-0.1401,0.1795,0.0749,1529
10697943,0.002000,-67.1025,-12.272208,32.27,0.0675,-0.0936,0.1802,0.0749,1529
10707943,0.002000,-66.9797,-12.272208,32.27,0.0675,-0.0306,0.1809,0.0750,1529
10717943,0.002000,-66.8447,-13.519538,33.52,0.0701,0.0755,0.1816,0.0754,1530
10727943,0.002000,-66.6975,-12.783050,32.78,0.0686,-0.3317,0.1823,0.0745,1529
10737943,0.002000,-66.5625,-12.271880,32.27,0.0675,-0.3045,0.1830,0.0745,1529
10747943,0.002000,-66.4398,-12.272208,32.27,0.0675,-0.0997,0.1837,0.0749,1529
10757943,0.002000,-66.2925,-13.520313,33.52,0.0701,-0.0950,0.1844,0.0751,1530
10767943,0.002000,-66.1575,-12.271880,32.27,0.0675,-0.3020,0.1851,0.0745,1529
10777943,0.002000,-66.0225,-15.402428,35.40,0.0741,0.5560,0.1858,0.0766,1530
10787943,0.002000,-65.8875,-16.463470,36.46,0.0763,0.7601,0.1865,0.0771,1530
10797943,0.002000,-65.7403,-16.977247,36.98,0.0774,0.6352,0.1872,0.0770,1530
10807943,0.002000,-65.6176,-12.272208,32.27,0.0675,-0.2455,0.1879,0.0746,1529
10817943,0.002000,-65.4948,-12.272208,32.27,0.0675,-0.0804,0.1886,0.0749,1529
10827943,0.002000,-65.3599,-12.456129,32.46,0.0679,-0.1633,0.1893,0.0748,1529
10837943,0.002000,-65.2249,-12.456339,32.46,0.0679,-0.2062,0.1900,0.0747,1529
10847943,0.002000,-65.0899,-12.271880,32.27,0.0675,-0.2314,0.1907,0.0746,1529
10857943,0.002000,-64.9426,-16.647926,36.65,0.0767,0.6642,0.1914,0.0770,1530
10867943,0.002000,-64.8199,-12.272208,32.27,0.0675,-0.2038,0.1921,0.0747,1529
10877943,0.002000,-64.6726,-16.463470,36.46,0.0763,0.6620,0.1928,0.0769,1530
10887943,0.002000,-64.5376,-13.519538,33.52,0.0701,-0.1032,0.1935,0.0750,1530
10897943,0.002000,-64.4026,-13.520122,33.52,0.0701,-0.0710,0.1942,0.0751,1530
10907943,0.002000,-64.2799,-12.271880,32.27,0.0675,-0.1461,0.1949,0.0748,1529
10917943,0.002000,-64.1327,-13.519909,33.52,0.0701,-0.1103,0.1956,0.0750,1530
10927943,0.002000,-63.9977,-12.273368,32.27,0.0675,-0.3066,0.1963,0.0745,1529
10937943,0.002000,-63.8627,-12.783244,32.78,0.0686,-0.1862,0.1970,0.0748,1529
10947943,0.002000,-63.7400,-12.272208,32.27,0.0675,-0.1087,0.1977,0.0748,1529
10957943,0.002000,-63.5927,-12.783209,32.78,0.0686,-0.2693,0.1984,0.0746,1529
10967943,0.002000,-63.4577,-12.271880,32.27,0.0675,-0.2840,0.1991,0.0745,1529
10977943,0.002000,-63.3350,-12.272208,32.27,0.0675,-0.0930,0.1998,0.0749,1529
10987943,0.002000,-63.2000,-13.519925,33.52,0.0701,0.0551,0.2005,0.0753,1530
10997943,0.002000,-63.0527,-12.783431,32.78,0.0686,-0.3383,0.2012,0.0745,1529
11007943,0.002000,-62.9300,-12.272208,32.27,0.0675,-0.1586,0.2019,0.0747,1529
11017943,0.002000,-62.8073,-12.272208,32.27,0.0675,-0.0519,0.2026,0.0749,1529
11027943,0.002000,-62.6600,-16.464773,36.46,0.0763,0.7121,0.2033,0.0770,1530
11037943,0.002000,-62.5251,-12.783043,32.78,0.0686,-0.2581,0.2040,0.0746,1529
11047943,0.002000,-62.4146,-12.088135,32.09,0.0671,0.0046,0.2047,0.0750,1530
11057943,0.002000,-62.2796,-12.783632,32.78,0.0686,-0.0683,0.2054,0.0750,1529
11067943,0.002000,-62.1446,-12.783632,32.78,0.0686,-0.1558,0.2061,0.0748,1529
11077943,0.002000,-62.0096,-12.456186,32.46,0.0679,-0.2358,0.2068,0.0746,1529
11087943,0.002000,-61.8869,-12.272208,32.27,0.0675,-0.0930,0.2074,0.0749,1529
11097943,0.002000,-61.7519,-12.456282,32.46,0.0679,-0.1673,0.2081,0.0748,1529
11107943,0.002000,-61.6169,-16.465099,36.47,0.0763,0.8066,0.2088,0.0772,1530
11117943,0.002000,-61.4942,-12.272208,32.27,0.0675,-0.1415,0.2095,0.0748,1529
11127943,0.002000,-61.3592,-12.272064,32.27,0.0675,-0.1944,0.2102,0.0747,1529
11137943,0.002000,-61.2365,-12.272208,32.27,0.0675,-0.0637,0.2109,0.0749,1529
11147943,0.002000,-61.1138,-12.272007,32.27,0.0675,-0.0208,0.2116,0.0750,1530
11157943,0.002000,-60.9665,-16.464941,36.46,0.0763,0.7223,0.2123,0.0770,1530
11167943,0.002000,-60.8438,-12.271880,32.27,0.0675,-0.1692,0.2130,0.0747,1529
11177943,0.002000,-60.7211,-12.272208,32.27,0.0675,-0.0554,0.2137,0.0749,1529
11187943,0.002000,-60.5984,-12.272208,32.27,0.0675,-0.0181,0.2143,0.0750,1530
11197943,0.002000,-60.4511,-12.783209,32.78,0.0686,-0.2396,0.2151,0.0747,1529
11207943,0.002000,-60.3161,-12.272064,32.27,0.0675,-0.2743,0.2158,0.0745,1529
11217943,0.002000,-60.2793,-0.184121,20.18,0.0422,-1.7072,0.2163,-0.0700,1472
11227943,0.002000,-60.3161,4.888388,15.11,0.0316,-1.2299,0.2166,0.0701,1528
11237943,0.002000,-60.2916,-5.440607,25.44,0.0532,1.0292,0.2171,0.0759,1530
11247943,0.002000,-60.1320,-18.223745,38.22,0.0800,1.8701,0.2178,0.0794,1531
11257943,0.002000,-59.9234,-23.112627,43.11,0.0902,1.4202,0.2186,0.0794,1531
11267943,0.002000,-59.7393,-18.408257,38.41,0.0804,0.0118,0.2195,0.0760,1530
11277943,0.002000,-59.5553,-18.408314,38.41,0.0804,0.0039,0.2203,0.0760,1530
11287943,0.002000,-59.3835,-17.160597,37.16,0.0777,-0.0843,0.2210,0.0756,1530
11297943,0.002000,-59.2485,-12.456186,32.46,0.0679,-0.6340,0.2218,0.0739,1529
11307943,0.002000,-59.1012,-13.519732,33.52,0.0701,-0.2860,0.2225,0.0747,1529
11317943,0.002000,-58.9539,-16.976522,36.98,0.0774,0.5751,0.2232,0.0768,1530
11327943,0.002000,-58.8190,-13.519925,33.52,0.0701,-0.1796,0.2239,0.0749,1529
11337943,0.002000,-58.6717,-16.649174,36.65,0.0767,0.5587,0.2246,0.0768,1530
11347943,0.002000,-58.5367,-13.519925,33.52,0.0701,-0.1530,0.2253,0.0750,1529
11357943,0.002000,-58.4017,-13.519925,33.52,0.0701,-0.0873,0.2260,0.0751,1530
11367943,0.002000,-58.2667,-13.519925,33.52,0.0701,-0.0658,0.2267,0.0751,1530
11377943,0.002000,-58.1317,-16.465099,36.47,0.0763,0.7328,0.2274,0.0771,1530
11387943,0.002000,-58.0090,-12.271880,32.27,0.0675,-0.1658,0.2281,0.0747,1529
11397943,0.002000,-57.8618,-16.976522,36.98,0.0774,0.7373,0.2288,0.0771,1530
11407943,0.002000,-57.7268,-13.519521,33.52,0.0701,-0.1265,0.2295,0.0750,1530
11417943,0.002000,-57.6040,-12.272064,32.27,0.0675,-0.1642,0.2302,0.0747,1529
11427943,0.002000,-57.4813,-12.272208,32.27,0.0675,-0.0538,0.2309,0.0749,1529
11437943,0.002000,-57.3218,-16.976103,36.98,0.0774,0.6259,0.2316,0.0769,1530
11447943,0.002000,-57.1868,-13.519925,33.52,0.0701,-0.1629,0.2323,0.0749,1529
11457943,0.002000,-57.0641,-12.272208,32.27,0.0675,-0.1761,0.2330,0.0747,1529
11467943,0.002000,-56.9291,-16.465099,36.47,0.0763,0.8195,0.2337,0.0772,1530
11477943,0.002000,-56.7818,-13.703999,33.70,0.0705,-0.1886,0.2344,0.0749,1529
11487943,0.002000,-56.6591,-12.271880,32.27,0.0675,-0.2004,0.2351,0.0747,1529
11497943,0.002000,-56.5364,-12.272208,32.27,0.0675,-0.0656,0.2358,0.0749,1529
11507943,0.002000,-56.4014,-12.783431,32.78,0.0686,-0.1071,0.2365,0.0749,1529
11517943,0.002000,-56.2664,-12.272208,32.27,0.0675,-0.2309,0.2372,0.0746,1529
11527943,0.002000,-56.1437,-12.272208,32.27,0.0675,-0.0756,0.2379,0.0749,1529
11537943,0.002000,-56.0210,-12.272064,32.27,0.0675,-0.0248,0.2385,0.0750,1529
11547943,0.002000,-55.8860,-12.456186,32.46,0.0679,-0.1451,0.2392,0.0748,1529
11557943,0.002000,-55.7510,-12.272007,32.27,0.0675,-0.2113,0.2399,0.0747,1529
11567943,0.002000,-55.6160,-12.783632,32.78,0.0686,-0.1548,0.2406,0.0748,1529
11577943,0.002000,-55.4933,-12.271880,32.27,0.0675,-0.0985,0.2413,0.0749,1529
11587943,0.002000,-55.3583,-13.519521,33.52,0.0701,0.0533,0.2420,0.0753,1530
11597943,0.002000,-55.2233,-13.519925,33.52,0.0701,-0.0197,0.2427,0.0752,1530
11607943,0.002000,-55.0883,-13.519925,33.52,0.0701,-0.0436,0.2434,0.0752,1530
11617943,0.002000,-54.9656,-12.272064,32.27,0.0675,-0.1371,0.2441,0.0748,1529
11627943,0.002000,-54.8429,-12.272208,32.27,0.0675,-0.0449,0.2448,0.0750,1529
11637943,0.002000,-54.6956,-16.465099,36.47,0.0763,0.7144,0.2455,0.0770,1530
11647943,0.002000,-54.5729,-12.272064,32.27,0.0675,-0.1718,0.2462,0.0747,1529
11657943,0.002000,-54.4502,-12.271821,32.27,0.0675,-0.0563,0.2469,0.0749,1529
11667943,0.002000,-54.3152,-16.464941,36.46,0.0763,0.8587,0.2475,0.0773,1530
11677943,0.002000,-54.1679,-13.703999,33.70,0.0705,-0.1757,0.2483,0.0749,1529
11687943,0.002000,-54.0329,-12.783632,32.78,0.0686,-0.2818,0.2490,0.0746,1529
11697943,0.002000,-53.9102,-12.272208,32.27,0.0675,-0.1401,0.2497,0.0748,1529
11707943,0.002000,-53.7752,-13.519925,33.52,0.0701,0.0397,0.2504,0.0753,1530
11717943,0.002000,-53.6280,-13.703855,33.70,0.0705,-0.1612,0.2511,0.0750,1529
11727943,0.002000,-53.5052,-12.272064,32.27,0.0675,-0.1914,0.2518,0.0747,1529
11737943,0.002000,-53.3703,-16.465099,36.47,0.0763,0.8145,0.2525,0.0772,1530
11747943,0.002000,-53.2230,-16.976307,36.98,0.0774,0.6526,0.2532,0.0770,1530
