"0,22429551,0.30,-91.86,1620"
"1,22431551,0.30,-91.86,1620"
"3,22435550,0.30,-82.68,1620"
"4,22437551,0.30,-82.68,1620"
"5,22439551,0.30,-82.68,1620"
"6,22441550,0.30,-74.41,1620"
"7,22443551,0.30,-74.41,1620"
"8,22445551,0.30,-74.41,1620"
"9,22447550,0.30,-66.97,1620"
"10,22449551,0.30,-66.97,1620"
"11,22451551,0.30,-66.97,1620"
"12,22453550,0.30,-60.27,1620"
"13,22455551,0.30,-60.27,1620"
"14,22457551,0.30,-60.27,1620"
"15,22459550,0.30,-54.24,1620"
"16,22461551,0.30,-54.24,1620"
"17,22463551,0.30,-54.24,1620"
"18,22465550,0.30,-48.82,1620"
"19,22467551,0.30,-48.82,1620"
"20,22469551,0.30,-48.82,1620"
"21,22471550,0.30,-43.94,1620"
"22,22473551,0.30,-43.94,1620"
"23,22475551,0.30,-43.94,1620"
"24,22477550,0.30,-39.54,1620"
"25,22479551,0.30,-39.54,1620"
"26,22481551,0.30,-39.54,1620"
"27,22483550,0.30,-35.59,1620"
"28,22485551,0.30,-35.59,1620"
"29,22487551,0.30,-35.59,1620"
"30,22489550,0.30,-32.03,1620"
"31,22491551,0.30,-32.03,1620"
"32,22493551,0.30,-32.03,1620"
"33,22495550,0.30,-28.83,1620"
"34,22497551,0.30,-28.83,1620"
"35,22499551,0.30,-28.83,1620"
"36,22501550,0.30,-25.94,1620"
"37,22503551,0.30,-25.94,1620"
"38,22505551,0.30,-25.94,1620"
"39,22507550,0.30,-23.35,1620"
"40,22509551,0.30,-23.35,1620"
"41,22511551,0.30,-23.35,1620"
"42,22513550,0.30,-21.02,1620"
"43,22515551,0.30,-21.02,1620"
"44,22517551,0.30,-21.02,1620"
"45,22519550,0.30,-18.91,1620"
"46,22521551,0.30,-18.91,1620"
"47,22523551,0.30,-18.91,1620"
"48,22525550,0.30,-17.02,1620"
"49,22527551,0.30,-17.02,1620"
"50,22529551,0.30,-17.02,1620"
"51,22531550,0.30,-15.32,1620"
"52,22533551,0.30,-15.32,1620"
"53,22535551,0.30,-15.32,1620"
