i,timestamp,count,position,velocity,step,pwm
0,155588258,0,-0.0000,-76.9429,0.700000,1780
1,155589257,0,-0.0000,0.0000,0.700000,1780
2,155590258,0,-0.0000,0.0000,0.700000,1780
3,155591258,0,-0.0000,0.0000,0.700000,1780
4,155592258,0,-0.0000,0.0000,0.700000,1780
5,155593258,0,-0.0000,0.0000,0.700000,1780
6,155594258,0,-0.0000,0.0000,0.700000,1780
7,155595258,0,-0.0000,0.0000,0.700000,1780
8,155596258,0,-0.0000,0.0000,0.700000,1780
9,155597258,0,-0.0000,0.0000,0.700000,1780
10,155598258,0,-0.0000,0.0000,0.700000,1780
11,155599258,0,-0.0000,0.0000,0.700000,1780
12,155600258,0,-0.0000,0.0000,0.700000,1780
13,155601258,0,-0.0000,0.0000,0.700000,1780
14,155602258,0,-0.0000,0.0000,0.700000,1780
15,155603258,0,-0.0000,0.0000,0.700000,1780
16,155604258,0,-0.0000,0.0000,0.700000,1780
17,155605258,0,-0.0000,0.0000,0.700000,1780
18,155606258,0,-0.0000,0.0000,0.700000,1780
19,155607258,0,-0.0000,0.0000,0.700000,1780
20,155608258,0,-0.0000,0.0000,0.700000,1780
21,155609258,0,-0.0000,0.0000,0.700000,1780
22,155610258,0,-0.0000,0.0000,0.700000,1780
23,155611258,0,-0.0000,0.0000,0.700000,1780
24,155612258,0,-0.0000,0.0000,0.700000,1780
25,155613258,0,-0.0000,0.0000,0.700000,1780
26,155614258,0,-0.0000,0.0000,0.700000,1780
27,155615258,0,-0.0000,0.0000,0.700000,1780
28,155616258,0,-0.0000,0.0000,0.700000,1780
29,155617258,0,-0.0000,0.0000,0.700000,1780
30,155618258,0,-0.0000,0.0000,0.700000,1780
31,155619258,0,-0.0000,0.0000,0.700000,1780
32,155620258,0,-0.0000,0.0000,0.700000,1780
33,155621258,0,-0.0000,0.0000,0.700000,1780
34,155622258,0,-0.0000,0.0000,0.700000,1780
35,155623258,0,-0.0000,0.0000,0.700000,1780
36,155624258,0,-0.0000,0.0000,0.700000,1780
37,155625258,0,-0.0000,0.0000,0.700000,1780
38,155626258,0,-0.0000,0.0000,0.700000,1780
39,155627258,0,-0.0000,0.0000,0.700000,1780
40,155628258,0,-0.0000,0.0000,0.700000,1780
41,155629258,0,-0.0000,0.0000,0.700000,1780
42,155630258,0,-0.0000,0.0000,0.700000,1780
43,155631258,0,-0.0000,0.0000,0.700000,1780
44,155632258,0,-0.0000,0.0000,0.700000,1780
45,155633258,0,-0.0000,0.0000,0.700000,1780
46,155634258,0,-0.0000,0.0000,0.700000,1780
47,155635258,0,-0.0000,0.0000,0.700000,1780
48,155636258,0,-0.0000,0.0000,0.700000,1780
49,155637258,0,-0.0000,0.0000,0.700000,1780
50,155638258,0,-0.0000,0.0000,0.700000,1780
51,155639258,0,-0.0000,0.0000,0.700000,1780
52,155640258,0,-0.0000,0.0000,0.700000,1780
53,155641258,0,-0.0000,0.0000,0.700000,1780
54,155642258,0,-0.0000,0.0000,0.700000,1780
55,155643258,0,-0.0000,0.0000,0.700000,1780
56,155644258,0,-0.0000,0.0000,0.700000,1780
57,155645258,0,-0.0000,0.0000,0.700000,1780
58,155646258,0,-0.0000,0.0000,0.700000,1780
59,155647258,0,-0.0000,0.0000,0.700000,1780
60,155648258,0,-0.0000,0.0000,0.700000,1780
61,155649258,0,-0.0000,0.0000,0.700000,1780
62,155650258,0,-0.0000,0.0000,0.700000,1780
63,155651258,0,-0.0000,0.0000,0.700000,1780
64,155652258,0,-0.0000,0.0000,0.700000,1780
65,155653258,0,-0.0000,0.0000,0.700000,1780
66,155654258,0,-0.0000,0.0000,0.700000,1780
67,155655258,0,-0.0000,0.0000,0.700000,1780
68,155656258,0,-0.0000,0.0000,0.700000,1780
69,155657258,0,-0.0000,0.0000,0.700000,1780
70,155658258,0,-0.0000,0.0000,0.700000,1780
71,155659258,0,-0.0000,0.0000,0.700000,1780
72,155660258,0,-0.0000,0.0000,0.700000,1780
73,155661258,0,-0.0000,0.0000,0.700000,1780
74,155662258,0,-0.0000,0.0000,0.700000,1780
75,155663258,0,-0.0000,0.0000,0.700000,1780
76,155664258,0,-0.0000,0.0000,0.700000,1780
77,155665258,0,-0.0000,0.0000,0.700000,1780
78,155666258,0,-0.0000,0.0000,0.700000,1780
79,155667258,0,-0.0000,0.0000,0.700000,1780
80,155668258,0,-0.0000,0.0000,0.700000,1780
81,155669258,0,-0.0000,0.0000,0.700000,1780
82,155670258,0,-0.0000,0.0000,0.700000,1780
83,155671258,0,-0.0000,0.0000,0.700000,1780
84,155672258,0,-0.0000,0.0000,0.700000,1780
85,155673258,0,-0.0000,0.0000,0.700000,1780
86,155674258,0,-0.0000,0.0000,0.700000,1780
87,155675258,0,-0.0000,0.0000,0.700000,1780
88,155676258,0,-0.0000,0.0000,0.700000,1780
89,155677258,0,-0.0000,0.0000,0.700000,1780
90,155678258,0,-0.0000,0.0000,0.700000,1780
91,155679258,0,-0.0000,0.0000,0.700000,1780
92,155680258,0,-0.0000,0.0000,0.700000,1780
93,155681258,0,-0.0000,0.0000,0.700000,1780
94,155682258,0,-0.0000,0.0000,0.700000,1780
95,155683258,0,-0.0000,0.0000,0.700000,1780
96,155684258,0,-0.0000,0.0000,0.700000,1780
97,155685258,0,-0.0000,0.0000,0.700000,1780
98,155686258,0,-0.0000,0.0000,0.700000,1780
99,155687258,0,-0.0000,0.0000,0.700000,1780
100,155688258,0,-0.0000,0.0000,0.700000,1780
101,155689258,0,-0.0000,0.0000,0.700000,1780
102,155690258,0,-0.0000,0.0000,0.700000,1780
103,155691258,0,-0.0000,0.0000,0.700000,1780
104,155692258,0,-0.0000,0.0000,0.700000,1780
105,155693258,0,-0.0000,0.0000,0.700000,1780
106,155694258,0,-0.0000,0.0000,0.700000,1780
107,155695258,0,-0.0000,0.0000,0.700000,1780
108,155696258,0,-0.0000,0.0000,0.700000,1780
109,155697258,0,-0.0000,0.0000,0.700000,1780
110,155698258,0,-0.0000,0.0000,0.700000,1780
111,155699258,0,-0.0000,0.0000,0.700000,1780
112,155700258,0,-0.0000,0.0000,0.700000,1780
113,155701258,0,-0.0000,0.0000,0.700000,1780
114,155702258,0,-0.0000,0.0000,0.700000,1780
115,155703258,0,-0.0000,0.0000,0.700000,1780
116,155704258,0,-0.0000,0.0000,0.700000,1780
117,155705258,4,-0.0245,-24.5437,0.700000,1780
118,155706257,8,-0.0491,-24.5683,0.700000,1780
119,155707258,14,-0.0859,-36.7788,0.700000,1780
120,155708257,19,-0.1166,-36.8524,0.700000,1780
121,155709258,26,-0.1595,-36.7788,0.700000,1780
122,155710257,32,-0.1963,-36.8524,0.700000,1780
123,155711258,38,-0.2332,-36.7788,0.700000,1780
124,155712257,44,-0.2700,-36.8524,0.700000,1780
125,155713258,49,-0.3007,-36.7787,0.700000,1780
126,155714257,54,-0.3313,-24.5683,0.700000,1780
127,155715258,57,-0.3497,-18.3894,0.700000,1780
128,155716257,59,-0.3620,-12.2841,0.700000,1780
129,155717258,60,-0.3682,-6.1298,0.700000,1780
130,155718257,60,-0.3682,0.0000,0.700000,1780
131,155719258,59,-0.3620,6.1298,0.700000,1780
132,155720257,57,-0.3497,12.2841,0.700000,1780
133,155721258,53,-0.3252,24.5192,0.700000,1780
134,155722257,50,-0.3068,18.4262,0.700000,1780
135,155723258,46,-0.2823,24.5192,0.700000,1780
136,155724257,42,-0.2577,24.5682,0.700000,1780
137,155725258,38,-0.2332,30.6490,0.700000,1780
138,155726257,33,-0.2025,24.5683,0.700000,1780
139,155727258,28,-0.1718,30.6490,0.700000,1780
140,155728257,24,-0.1473,24.5683,0.700000,1780
141,155729258,20,-0.1227,24.5192,0.700000,1780
142,155730257,17,-0.1043,18.4262,0.700000,1780
143,155731258,14,-0.0859,18.3894,0.700000,1780
144,155732257,13,-0.0798,6.1421,0.700000,1780
145,155733258,13,-0.0798,0.0000,0.700000,1780
146,155734257,13,-0.0798,0.0000,0.700000,1780
147,155735258,14,-0.0859,-6.1298,0.700000,1780
148,155736257,16,-0.0982,-12.2841,0.700000,1780
149,155737258,19,-0.1166,-18.3894,0.700000,1780
150,155738257,22,-0.1350,-24.5683,0.700000,1780
151,155739258,25,-0.1534,-12.2596,0.700000,1780
152,155740257,26,-0.1595,-6.1421,0.700000,1780
153,155741258,26,-0.1595,0.0000,0.700000,1780
154,155742257,25,-0.1534,6.1421,0.700000,1780
155,155743258,23,-0.1411,12.2596,0.700000,1780
156,155744257,20,-0.1227,18.4262,0.700000,1780
157,155745258,16,-0.0982,24.5192,0.700000,1780
158,155746257,12,-0.0736,24.5683,0.700000,1780
159,155747258,7,-0.0430,30.6490,0.700000,1780
160,155748257,1,-0.0061,36.8524,0.700000,1780
161,155749258,4294967290,0.0368,42.9086,0.700000,1780
162,155750257,4294967284,0.0736,42.9945,0.700000,1780
163,155751258,4294967276,0.1227,42.9086,0.700000,1780
164,155752257,4294967268,0.1718,49.1365,0.700000,1780
165,155753258,4294967259,0.2270,55.1681,0.700000,1780
166,155754257,4294967251,0.2761,55.2786,0.700000,1780
167,155755258,4294967241,0.3375,55.1681,0.700000,1780
168,155756257,4294967232,0.3927,55.2786,0.700000,1780
169,155757258,4294967223,0.4479,61.2979,0.700000,1780
170,155758257,4294967213,0.5093,61.4207,0.700000,1780
171,155759258,4294967203,0.5706,61.2979,0.700000,1780
172,155760257,4294967192,0.6381,61.4206,0.700000,1780
173,155761258,4294967182,0.6995,61.2979,0.700000,1780
174,155762257,4294967171,0.7670,67.5627,0.700000,1780
175,155763258,4294967161,0.8283,61.2979,0.700000,1780
176,155764257,4294967150,0.8958,73.7048,0.700000,1780
177,155765258,4294967139,0.9633,67.4277,0.700000,1780
178,155766257,4294967127,1.0370,67.5628,0.700000,1780
179,155767258,4294967116,1.1045,67.4277,0.700000,1780
180,155768257,4294967104,1.1781,73.7048,0.700000,1780
181,155769258,4294967093,1.2456,67.4278,0.700000,1780
182,155770257,4294967081,1.3192,73.7048,0.700000,1780
183,155771258,4294967070,1.3867,67.4277,0.700000,1780
184,155772257,4294967058,1.4603,73.7049,0.700000,1780
185,155773258,4294967046,1.5340,73.5575,0.700000,1780
186,155774257,4294967035,1.6015,67.5627,0.700000,1780
187,155775258,4294967023,1.6751,79.6873,0.700000,1780
188,155776257,4294967011,1.7487,73.7049,0.700000,1780
189,155777258,4294966998,1.8285,73.5575,0.700000,1780
190,155778257,4294966986,1.9021,73.7048,0.700000,1780
191,155779258,4294966974,1.9758,73.5575,0.700000,1780
192,155780257,4294966962,2.0494,73.7049,0.700000,1780
193,155781258,4294966950,2.1230,73.5575,0.700000,1780
194,155782257,4294966938,2.1967,73.7048,0.700000,1780
195,155783258,4294966925,2.2764,79.6873,0.700000,1780
196,155784257,4294966912,2.3562,79.8468,0.700000,1780
197,155785258,4294966898,2.4421,85.8171,0.700000,1780
198,155786257,4294966883,2.5341,92.1310,0.700000,1780
199,155787258,4294966868,2.6262,91.9469,0.700000,1780
200,155788257,4294966853,2.7243,98.2731,0.700000,1780
201,155789258,4294966837,2.8164,91.9469,0.700000,1780
202,155790257,4294966821,2.9207,104.4152,0.700000,1780
203,155791258,4294966804,3.0189,98.0765,0.700000,1780
204,155792257,4294966787,3.1232,104.4152,0.700000,1780
205,155793258,4294966770,3.2275,104.2065,0.700000,1780
206,155794257,4294966752,3.3379,110.5572,0.700000,1780
207,155795258,4294966735,3.4423,110.3361,0.700000,1780
208,155796257,4294966717,3.5527,110.5572,0.700000,1780
209,155797258,4294966699,3.6631,104.2065,0.700000,1780
210,155798257,4294966681,3.7736,110.5572,0.700000,1780
211,155799258,4294966663,3.8840,110.3361,0.700000,1780
212,155800257,4294966645,3.9945,110.5572,0.700000,1780
213,155801258,4294966626,4.1111,116.4662,0.700000,1780
214,155802257,4294966608,4.2215,110.5570,0.700000,1780
215,155803258,4294966589,4.3381,116.4659,0.700000,1780
216,155804257,4294966571,4.4485,110.5575,0.700000,1780
217,155805258,4294966552,4.5651,116.4659,0.700000,1780
218,155806257,4294966534,4.6756,110.5570,0.700000,1780
219,155807258,4294966515,4.7922,116.4664,0.700000,1780
220,155808257,4294966496,4.9087,116.6991,0.700000,1780
221,155809258,4294966477,5.0253,116.4659,0.700000,1780
222,155810257,4294966458,5.1419,116.6996,0.700000,1780
223,155811258,4294966439,5.2585,116.4659,0.700000,1780
224,155812257,4294966420,5.3751,116.6991,0.700000,1780
225,155813258,4294966401,5.4917,116.4664,0.700000,1780
226,155814257,4294966382,5.6082,116.6991,0.700000,1780
227,155815258,4294966363,5.7248,116.4659,0.700000,1780
228,155816257,4294966344,5.8414,122.8416,0.700000,1780
229,155817258,4294966324,5.9641,116.4659,0.700000,1780
230,155818257,4294966305,6.0807,116.6991,0.700000,1780
231,155819258,4294966286,6.1973,116.4664,0.700000,1780
232,155820257,4294966267,6.3139,116.6991,0.700000,1780
233,155821258,4294966247,6.4366,122.5957,0.700000,1780
234,155822257,4294966228,6.5532,116.6991,0.700000,1780
235,155823258,4294966208,6.6759,128.7260,0.700000,1780
236,155824257,4294966186,6.8109,128.9832,0.700000,1780
237,155825258,4294966164,6.9459,134.8553,0.700000,1780
238,155826257,4294966141,7.0870,141.2674,0.700000,1780
239,155827258,4294966117,7.2343,153.2448,0.700000,1780
240,155828257,4294966091,7.3938,153.5516,0.700000,1780
241,155829258,4294966065,7.5533,159.3751,0.700000,1780
242,155830257,4294966039,7.7129,159.6937,0.700000,1780
243,155831258,4294966012,7.8785,165.5044,0.700000,1780
244,155832257,4294965984,8.0503,171.9774,0.700000,1780
245,155833258,4294965956,8.2221,171.6347,0.700000,1780
246,155834257,4294965927,8.4001,178.1194,0.700000,1780
247,155835258,4294965899,8.5719,177.7645,0.700000,1780
248,155836257,4294965869,8.7560,178.1194,0.700000,1780
249,155837258,4294965839,8.9400,183.8943,0.700000,1780
250,155838257,4294965809,9.1303,190.4036,0.700000,1780
251,155839258,4294965778,9.3143,183.8943,0.700000,1780
252,155840257,4294965748,9.4984,190.4036,0.700000,1780
253,155841258,4294965716,9.6948,190.0232,0.700000,1780
254,155842257,4294965685,9.8850,196.5466,0.700000,1780
255,155843258,4294965652,10.0875,196.1530,0.700000,1780
256,155844257,4294965618,10.2961,208.8308,0.700000,1780
257,155845258,4294965583,10.5108,214.5424,0.700000,1780
258,155846257,4294965546,10.7379,227.2561,0.700000,1780
259,155847258,4294965509,10.9649,226.8030,0.700000,1780
260,155848257,4294965471,11.1981,233.3982,0.700000,1780
261,155849258,4294965431,11.4435,245.1915,0.700000,1780
262,155850257,4294965391,11.6889,245.6833,0.700000,1780
263,155851258,4294965350,11.9405,257.4511,0.700000,1780
264,155852257,4294965307,12.2044,257.9665,0.700000,1780
265,155853258,4294965264,12.4682,269.7107,0.700000,1780
266,155854257,4294965220,12.7443,270.2507,0.700000,1780
267,155855258,4294965174,13.0204,281.9713,0.700000,1780
268,155856257,4294965128,13.3027,276.3928,0.700000,1780
269,155857258,4294965081,13.5911,288.1001,0.700000,1780
270,155858257,4294965034,13.8795,294.8190,0.700000,1780
271,155859258,4294964986,14.1740,294.2299,0.700000,1780
272,155860257,4294964937,14.4746,300.9611,0.700000,1780
273,155861258,4294964888,14.7753,300.3598,0.700000,1780
274,155862257,4294964838,15.0821,307.1041,0.700000,1780
275,155863258,4294964786,15.4012,312.6194,0.700000,1780
276,155864257,4294964734,15.7202,319.3873,0.700000,1780
277,155865258,4294964681,16.0454,331.0078,0.700000,1780
278,155866257,4294964627,16.3768,325.5304,0.700000,1780
279,155867258,4294964573,16.7081,337.1377,0.700000,1780
280,155868257,4294964517,17.0517,337.8145,0.700000,1780
281,155869258,4294964462,17.3892,343.2675,0.700000,1780
282,155870257,4294964405,17.7390,350.0987,0.700000,1780
283,155871258,4294964348,18.0887,349.3973,0.700000,1780
284,155872257,4294964290,18.4446,356.2408,0.700000,1780
285,155873258,4294964232,18.8066,355.5271,0.700000,1780
286,155874257,4294964172,19.1686,362.3829,0.700000,1780
287,155875258,4294964112,19.5368,367.7867,0.700000,1780
288,155876257,4294964052,19.9049,374.6670,0.700000,1780
289,155877258,4294963990,20.2854,373.9165,0.700000,1780
290,155878257,4294963929,20.6658,380.8091,0.700000,1780
291,155879258,4294963866,21.0462,386.1761,0.700000,1780
292,155880257,4294963803,21.4389,386.9493,0.700000,1780
293,155881258,4294963738,21.8316,392.3079,0.700000,1780
294,155882257,4294963674,22.2243,399.2335,0.700000,1780
295,155883258,4294963608,22.6293,404.5675,0.700000,1780
296,155884257,4294963542,23.0343,405.3755,0.700000,1780
297,155885258,4294963475,23.4454,410.6954,0.700000,1780
298,155886257,4294963408,23.8626,411.5195,0.700000,1780
299,155887258,4294963339,24.2798,416.8252,0.700000,1780
300,155888257,4294963270,24.7032,423.3799,0.700000,1780
301,155889258,4294963201,25.1266,429.9438,0.700000,1780
302,155890258,4294963131,25.5561,429.0848,0.700000,1780
303,155891258,4294963061,25.9918,429.5158,0.700000,1780
304,155892258,4294962989,26.4274,441.7858,0.700000,1780
305,155893258,4294962917,26.8692,441.7858,0.700000,1780
306,155894258,4294962844,27.3171,447.9236,0.700000,1780
307,155895258,4294962771,27.7712,447.9217,0.700000,1780
308,155896258,4294962696,28.2252,460.1936,0.700000,1780
309,155897258,4294962621,28.6854,460.1955,0.700000,1780
310,155898258,4294962546,29.1456,460.1936,0.700000,1780
311,155899258,4294962470,29.6181,466.3296,0.700000,1780
312,155900258,4294962393,30.0844,472.4674,0.700000,1780
313,155901258,4294962316,30.5569,472.4655,0.700000,1780
314,155902258,4294962238,31.0355,472.4655,0.700000,1780
315,155903258,4294962161,31.5080,478.6033,0.700000,1780
316,155904258,4294962083,31.9927,478.6014,0.700000,1780
317,155905258,4294962005,32.4713,478.6014,0.700000,1780
318,155906258,4294961926,32.9560,484.7374,0.700000,1780
319,155907258,4294961846,33.4408,490.8752,0.700000,1780
320,155908258,4294961767,33.9255,484.7374,0.700000,1780
321,155909258,4294961687,34.4225,490.8752,0.700000,1780
322,155910258,4294961607,34.9134,490.8714,0.700000,1780
323,155911258,4294961526,35.4043,497.0092,0.700000,1780
324,155912258,4294961445,35.9013,497.0131,0.700000,1780
325,155913258,4294961364,36.3983,497.0092,0.700000,1780
326,155914258,4294961283,36.8953,497.0092,0.700000,1780
327,155915258,4294961201,37.3985,503.1433,0.700000,1780
328,155916258,4294961120,37.8955,497.0131,0.700000,1780
