timestamp,velocity,butterworth,ema,ma,simplefoc
155588258,-76.9429,-76.94290000003699,-76.9429,-15.38858,0.0
155589257,0.0,-60.36276790527239,-53.860029999999995,-15.38858,0.0
155590258,0.0,-44.91095881815885,-37.702020999999995,-15.38858,0.0
155591258,0.0,-31.39306447926514,-26.391414699999995,-15.38858,0.0
155592258,0.0,-20.20142859328702,-18.473990289999996,-15.38858,0.0
155593258,0.0,-11.400805003049976,-12.931793202999996,0.0,0.0
155594258,0.0,-4.840645389226806,-9.052255242099998,0.0,0.0
155595258,0.0,-0.24441112737310422,-6.336578669469998,0.0,0.0
155596258,0.0,2.72302517777588,-4.435605068628998,0.0,0.0
155597258,0.0,4.407444975807612,-3.104923548040299,0.0,0.0
155598258,0.0,5.133684889409686,-2.173446483628209,0.0,0.0
155599258,0.0,5.187053293758195,-1.5214125385397461,0.0,0.0
155600258,0.0,4.804587252105425,-1.0649887769778221,0.0,0.0
155601258,0.0,4.173322939585464,-0.7454921438844755,0.0,0.0
155602258,0.0,3.4332031213187477,-0.5218445007191328,0.0,0.0
155603258,0.0,2.682725044639765,-0.36529115050339295,0.0,0.0
155604258,0.0,1.9858921853993052,-0.255703805352375,0.0,0.0
155605258,0.0,1.379443765232261,-0.1789926637466625,0.0,0.0
155606258,0.0,0.8796816455073289,-0.12529486462266376,0.0,0.0
155607258,0.0,0.4884905701633996,-0.08770640523586462,0.0,0.0
155608258,0.0,0.19835743466164887,-0.06139448366510523,0.0,0.0
155609258,0.0,-0.003654636456584332,-0.042976138565573654,0.0,0.0
155610258,0.0,-0.13292179852998046,-0.030083296995901555,0.0,0.0
155611258,0.0,-0.20514942307027026,-0.021058307897131087,0.0,0.0
155612258,0.0,-0.2349923580906968,-0.014740815527991759,0.0,0.0
155613258,0.0,-0.23525442213777667,-0.01031857086959423,0.0,0.0
155614258,0.0,-0.21652369815756087,-0.007222999608715961,0.0,0.0
155615258,0.0,-0.18711662635070495,-0.005056099726101173,0.0,0.0
155616258,0.0,-0.153224636932314,-0.0035392698082708208,0.0,0.0
155617258,0.0,-0.11917890263294606,-0.0024774888657895745,0.0,0.0
155618258,0.0,-0.08776957896630921,-0.001734242206052702,0.0,0.0
155619258,0.0,-0.0605743446035885,-0.0012139695442368913,0.0,0.0
155620258,0.0,-0.038266513566261706,-0.0008497786809658239,0.0,0.0
155621258,0.0,-0.020885294019995858,-0.0005948450766760767,0.0,0.0
155622258,0.0,-0.00806005887751173,-0.0004163915536732537,0.0,0.0
155623258,0.0,0.0008128946514368682,-0.00029147408757127755,0.0,0.0
155624258,0.0,0.006438256508665311,-0.00020403186129989428,0.0,0.0
155625258,0.0,0.009528876158855712,-0.00014282230290992598,0.0,0.0
155626258,0.0,0.010745572118265111,-9.997561203694819e-05,0.0,0.0
155627258,0.0,0.010662708569803385,-6.998292842586373e-05,0.0,0.0
155628258,0.0,0.00975306290598358,-4.898804989810461e-05,0.0,0.0
155629258,0.0,0.008386280914364832,-3.4291634928673224e-05,0.0,0.0
155630258,0.0,0.006836170154452136,-2.4004144450071254e-05,0.0,0.0
155631258,0.0,0.005293075348910217,-1.6802901115049877e-05,0.0,0.0
155632258,0.0,0.003878518395640149,-1.1762030780534914e-05,0.0,0.0
155633258,0.0,0.002660114040898755,-8.23342154637444e-06,0.0,0.0
155634258,0.0,0.0016654633819704677,-5.763395082462107e-06,0.0,0.0
155635258,0.0,0.0008942749399811691,-4.034376557723475e-06,0.0,0.0
