timestamp,velocity,butterworth,ema,ma,simplefoc
28314659,-3.0164,-3.016399999985509,-3.0164,-0.60328,-0.0
28315659,0.0,-2.3664074672041404,-2.11148,-0.60328,-0.0
28316659,0.0,-1.760648691149871,-1.4780359999999997,-0.60328,-0.0
28317659,0.0,-1.2307053632630407,-1.0346251999999998,-0.60328,-0.0
28318659,0.0,-0.7919585719991725,-0.7242376399999998,-0.60328,-0.0
28319659,0.0,-0.4469468685641552,-0.5069663479999998,0.0,-0.0
28320659,0.0,-0.18976829253868,-0.35487644359999987,0.0,-0.0
28321659,0.0,-0.00958167330498401,-0.24841351051999988,0.0,-0.0
28322659,0.0,0.10675102104202215,-0.1738894573639999,0.0,-0.0
28323659,0.0,0.17278549433720367,-0.12172262015479993,0.0,-0.0
28324659,0.0,0.20125634832849387,-0.08520583410835994,0.0,-0.0
28325659,0.0,0.20334855502978588,-0.059644083875851954,0.0,-0.0
28326659,0.0,0.1883547015160175,-0.04175085871309637,0.0,-0.0
28327659,0.0,0.16360718517970563,-0.029225601099167456,0.0,-0.0
28328659,0.0,0.1345921958785686,-0.02045792076941722,0.0,-0.0
28329659,0.0,0.10517113080467694,-0.014320544538592052,0.0,-0.0
28330659,0.0,0.0778531244715624,-0.010024381177014437,0.0,-0.0
28331659,0.0,0.05407846818311187,-0.007017066823910105,0.0,-0.0
28332659,0.0,0.034486245420718264,-0.0049119467767370735,0.0,-0.0
28333659,0.0,0.01915034400748813,-0.003438362743715951,0.0,-0.0
28334659,0.0,0.00777622699477365,-0.0024068539206011656,0.0,-0.0
28335659,0.0,-0.00014327119253394012,-0.0016847977444208158,0.0,-0.0
28336659,0.0,-0.005210943468757118,-0.001179358421094571,0.0,-0.0
28337659,0.0,-0.008042489061584447,-0.0008255508947661997,0.0,-0.0
28338659,0.0,-0.009212423451992746,-0.0005778856263363398,0.0,-0.0
28339659,0.0,-0.009222696070701511,-0.0004045199384354378,0.0,-0.0
28340659,0.0,-0.008488392698708554,-0.00028316395690480644,0.0,-0.0
28341659,0.0,-0.007335543744473148,-0.0001982147698333645,0.0,-0.0
28342659,0.0,-0.006006872711124988,-0.00013875033888335515,0.0,-0.0
28343659,0.0,-0.0046721753198131315,-9.712523721834859e-05,0.0,-0.0
28344659,0.0,-0.003440834716045841,-6.798766605284401e-05,0.0,-0.0
28345659,0.0,-0.0023747012594192173,-4.75913662369908e-05,0.0,-0.0
28346659,0.0,-0.0015001714517154808,-3.331395636589356e-05,0.0,-0.0
28347659,0.0,-0.0008187828762783498,-2.3319769456125492e-05,0.0,-0.0
28348659,0.0,-0.0003160062347338226,-1.6323838619287843e-05,0.0,-0.0
28349659,0.0,3.1825224564646746e-05,-1.142668703350149e-05,0.0,-0.0
28350659,0.0,0.0002523375513122784,-7.998680923451042e-06,0.0,-0.0
28351659,0.0,0.0003734771215820633,-5.599076646415729e-06,0.0,-0.0
28352659,0.0,0.0004211511765777562,-3.919353652491011e-06,0.0,-0.0
28353659,0.0,0.00041787853806232923,-2.7435475567437074e-06,0.0,-0.0
28354659,0.0,0.0003821966027345032,-1.920483289720595e-06,0.0,-0.0
28355659,0.0,0.0003286010081359317,-1.3443383028044164e-06,0.0,-0.0
28356659,0.0,0.0002678317449774612,-9.410368119630914e-07,0.0,-0.0
28357659,0.0,0.00020735841710340898,-6.587257683741639e-07,0.0,-0.0
28358659,0.0,0.00015195413877965366,-4.611080378619147e-07,0.0,-0.0
28359659,0.0,0.0001042800206251161,-3.227756265033403e-07,0.0,-0.0
28360659,0.0,6.542927509329042e-05,-2.2594293855233818e-07,0.0,-0.0
28361659,0.0,3.5401427163526375e-05,-1.581600569866367e-07,0.0,-0.0
28362659,0.0,1.3493244198596473e-05,-1.1071203989064568e-07,0.0,-0.0
28363659,0.0,-1.3955770764521717e-06,-7.749842792345198e-08,0.0,-0.0
28364659,0.0,-1.0536428298951362e-05,-5.4248899546416384e-08,0.0,-0.0
28365659,0.0,-1.5215577275739945e-05,-3.797422968249147e-08,0.0,-0.0
28366659,0.0,-1.6635718687619242e-05,-2.6581960777744024e-08,0.0,-0.0
28367659,0.0,-1.5862840204145504e-05,-1.8607372544420817e-08,0.0,-0.0
28368659,0.0,-1.3806569470398391e-05,-1.3025160781094571e-08,0.0,-0.0
28369659,0.0,-1.1223374565833219e-05,-9.1176125467662e-09,0.0,-0.0
28370659,0.0,-8.733448896101428e-06,-6.382328782736339e-09,0.0,-0.0
28371659,0.0,-6.843583766320548e-06,-4.467630147915437e-09,0.0,-0.0
28372659,0.0,-5.969672994666846e-06,-3.1273411035408058e-09,0.0,-0.0
28373659,0.0,-6.453636861242747e-06,-2.189138772478564e-09,0.0,-0.0
28374659,0.0,-8.57049540117707e-06,-1.5323971407349945e-09,0.0,-0.0
28375659,0.0,-1.2522114954184788e-05,-1.0726779985144962e-09,0.0,-0.0
28376659,0.0,-1.8414892101257077e-05,-7.508745989601473e-10,0.0,-0.0
28377659,0.0,-2.621945602618345e-05,-5.256122192721031e-10,0.0,-0.0
28378659,0.0,-3.5711521451916644e-05,-3.679285534904721e-10,0.0,-0.0
28379659,0.0,-4.639448526690311e-05,-2.575499874433305e-10,0.0,-0.0
28380659,0.0,-5.7406413092471924e-05,-1.8028499121033131e-10,0.0,-0.0
28381659,0.0,-6.741688071986372e-05,-1.261994938472319e-10,0.0,-0.0
28382659,0.0,-7.452286245625309e-05,-8.833964569306233e-11,0.0,-0.0
28383659,0.0,-7.615757729478269e-05,-6.183775198514363e-11,0.0,-0.0
28384659,0.0,-6.903190031311385e-05,-4.3286426389600535e-11,0.0,-0.0
28385659,0.0,-4.913446176306122e-05,-3.0300498472720373e-11,0.0,-0.0
28386659,0.0,-1.1823529481542171e-05,-2.121034893090426e-11,0.0,-0.0
28387659,0.0,4.794942408524813e-05,-1.484724425163298e-11,0.0,-0.0
28388659,0.0,0.0001352388885874931,-1.0393070976143085e-11,0.0,-0.0
28389659,0.0,0.0002544784331094212,-7.275149683300159e-12,0.0,-0.0
28390659,0.0,0.00040858006833596446,-5.092604778310111e-12,0.0,-0.0
28391659,0.0,0.0005977197729301405,-3.5648233448170774e-12,0.0,-0.0
28392659,0.0,0.0008177859928180927,-2.4953763413719542e-12,0.0,-0.0
28393659,0.0,0.0010584971484585027,-1.7467634389603679e-12,0.0,-0.0
28394659,0.0,0.0013012389928396286,-1.2227344072722574e-12,0.0,-0.0
28395659,0.0,0.0015167361570043014,-8.559140850905802e-13,0.0,-0.0
28396659,0.0,0.0016627568998462325,-5.991398595634061e-13,0.0,-0.0
28397659,0.0,0.0016821571871660625,-4.1939790169438423e-13,0.0,-0.0
28398659,0.0,0.0015016988885345889,-2.9357853118606895e-13,0.0,-0.0
28399659,0.0,0.0010322230376291297,-2.0550497183024826e-13,0.0,-0.0
28400659,0.0,0.00017091422765147125,-1.4385348028117377e-13,0.0,-0.0
28401659,0.0,-0.0011934581073003727,-1.0069743619682164e-13,0.0,-0.0
28402659,0.0,-0.0031713133361150076,-7.048820533777514e-14,0.0,-0.0
28403659,0.0,-0.0058579753847312005,-4.9341743736442597e-14,0.0,-0.0
28404659,0.0,-0.009313291394784826,-3.453922061550982e-14,0.0,-0.0
28405659,0.0,-0.013534296651337416,-2.417745443085687e-14,0.0,-0.0
28406659,0.0,-0.018420461107104387,-1.6924218101599807e-14,0.0,-0.0
28407659,0.0,-0.023731722184779962,-1.1846952671119865e-14,0.0,-0.0
28408659,0.0,-0.02904052656300322,-8.292866869783904e-15,0.0,-0.0
28409659,0.0,-0.033680537809960956,-5.805006808848732e-15,0.0,-0.0
28410659,0.0,-0.03669657008946331,-4.063504766194112e-15,0.0,-0.0
