timestamp,velocity,butterworth,ema,ma,simplefoc
4036965,0.0,-9.223395215042192e-13,0.0,0.0,0.0
4037965,0.0,1.0942292662802675e-11,0.0,0.0,0.0
4038965,0.0,2.8071120267937843e-11,0.0,0.0,0.0
4039965,0.0,5.126242245087338e-11,0.0,0.0,0.0
4040965,0.0,8.100151742763164e-11,0.0,0.0,0.0
4041965,0.0,1.1722496315928173e-10,0.0,0.0,0.0
4042965,0.0,1.5902163314049248e-10,0.0,0.0,0.0
4043965,0.0,2.042728095938845e-10,0.0,0.0,0.0
4044965,0.0,2.4924227283261377e-10,0.0,0.0,0.0
4045965,0.0,2.881397682637095e-10,0.0,0.0,0.0
4046965,0.0,3.1269764221890274e-10,0.0,0.0,0.0
4047965,0.0,3.118210398402664e-10,0.0,0.0,0.0
4048965,0.0,2.713966164545264e-10,0.0,0.0,0.0
4049965,0.0,1.7437236448377636e-10,0.0,0.0,0.0
4050965,0.0,1.250166838592113e-12,0.0,0.0,0.0
4051965,0.0,-2.6883981906891785e-10,0.0,0.0,0.0
4052965,0.0,-6.562921563655615e-10,0.0,0.0,0.0
4053965,0.0,-1.1782057969527062e-09,0.0,0.0,0.0
4054965,0.0,-1.8443993964268537e-09,0.0,0.0,0.0
4055965,0.0,-2.652110268601061e-09,0.0,0.0,0.0
4056965,0.0,-3.5793048517957476e-09,0.0,0.0,0.0
4057965,0.0,-4.5766621418624635e-09,0.0,0.0,0.0
4058965,0.0,-5.5584921325384346e-09,0.0,0.0,0.0
4059965,0.0,-6.393131236021306e-09,0.0,0.0,0.0
4060965,0.0,-6.893725243487586e-09,0.0,0.0,0.0
4061965,0.0,-6.810771035017732e-09,0.0,0.0,0.0
4062965,0.0,-5.8283347439007185e-09,0.0,0.0,0.0
4063965,0.0,-3.566475975026574e-09,0.0,0.0,0.0
4064965,0.0,4.069551010444765e-10,0.0,0.0,0.0
4065965,0.0,6.551384060794427e-09,0.0,0.0,0.0
4066965,0.0,1.5311218975336698e-08,0.0,0.0,0.0
4067965,0.0,2.7051787502990165e-08,0.0,0.0,0.0
4068965,0.0,4.1969354873730794e-08,0.0,0.0,0.0
4069965,0.0,5.997199944525025e-08,0.0,0.0,0.0
4070965,0.0,8.052997028531323e-08,0.0,0.0,0.0
4071965,0.0,1.0249720459533435e-07,0.0,0.0,0.0
4072965,0.0,1.239102334543953e-07,0.0,0.0,0.0
4073965,0.0,1.417770196342812e-07,0.0,0.0,0.0
4074965,0.0,1.5187654686676447e-07,0.0,0.0,0.0
4075965,0.0,1.4860027560482622e-07,0.0,0.0,0.0
4076965,0.0,1.2487873602658975e-07,0.0,0.0,0.0
4077965,0.0,7.225006235452078e-08,0.0,0.0,0.0
4078965,0.0,-1.885874126081575e-08,0.0,0.0,0.0
4079965,0.0,-1.5855407263461826e-07,0.0,0.0,0.0
4080965,0.0,-3.565081215929378e-07,0.0,0.0,0.0
4081965,0.0,-6.205045528494543e-07,0.0,0.0,0.0
4082965,0.0,-9.544074742154339e-07,0.0,0.0,0.0
4083965,0.0,-1.3554855870667918e-06,0.0,0.0,0.0
4084965,0.0,-1.811066099881912e-06,0.0,0.0,0.0
4085965,0.0,-2.294562722615159e-06,0.0,0.0,0.0
4086965,0.0,-2.7610252429455117e-06,0.0,0.0,0.0
4087965,0.0,-3.1425005940875466e-06,0.0,0.0,0.0
4088965,0.0,-3.343681055376485e-06,0.0,0.0,0.0
4089965,0.0,-3.238545243624485e-06,0.0,0.0,0.0
4090965,0.0,-2.66896780883083e-06,0.0,0.0,0.0
4091965,0.0,-1.446572892770403e-06,0.0,0.0,0.0
4092965,0.0,6.405868714327819e-07,0.0,0.0,0.0
4093965,0.0,3.814663929250642e-06,0.0,0.0,0.0
4094965,0.0,8.285896516795288e-06,0.0,0.0,0.0
4095965,0.0,1.4219612437980132e-05,0.0,0.0,0.0
4096965,0.0,2.1690406437481483e-05,0.0,0.0,0.0
4097965,0.0,3.062205813347566e-05,0.0,0.0,0.0
4098965,0.0,4.071274219779118e-05,0.0,0.0,0.0
4099965,0.0,5.134667401348832e-05,0.0,0.0,0.0
4100965,0.0,6.149567238735026e-05,0.0,0.0,0.0
4101965,0.0,6.961733077293586e-05,0.0,0.0,0.0
4102965,0.0,7.356065517685847e-05,0.0,0.0,0.0
4103965,0.0,7.049516363961063e-05,0.0,0.0,0.0
4104965,0.0,5.68854479270443e-05,0.0,0.0,0.0
4105965,0.0,2.8539806546598134e-05,0.0,0.0,0.0
