time,measured,predicted
-0.003,-63.8473,-13.534365135213724
-0.002,-30.243457894736842,-13.534365135213724
-0.001,-19.08351033210332,-13.534365135213724
0.0,-13.534365135213724,-13.534365135213724
0.001,-10.229350572635587,-11.962132977192583
0.002,-8.046199555872365,-10.398563281056944
0.003,-6.503904799358101,-8.843608319602213
0.004,-5.361932833291301,-7.297220628584346
0.005,-4.486628854459515,-5.759353005271059
0.006,-3.797778810074624,-4.2299585070009975
0.007,-3.2443195481806972,-2.7089904497508925
0.008,-2.7921939782024685,-1.196402406710373
0.009,-2.4178116040145183,0.307851793135006
0.01,-2.1043117275211105,1.8038180664131644
0.011,-1.83932139526708,3.2915420767671417
0.012,-1.6135541247074803,4.7710692362488505
0.013,-1.4199031947915601,6.242444706705379
0.014,-1.2528371597056722,7.705713401157423
0.015,-1.1079862311737128,9.160919985170311
0.016,-0.9818527174227454,10.60810887821737
0.017,-0.8716041599708804,12.047324255035809
0.018,-0.774922849877275,13.478610046975094
0.019,-0.6898945601904011,14.902009943338024
0.02,-0.6149250532646684,16.317567392714245
0.021,-0.5486765836346996,17.725325604306505
0.022,-0.4900190115014695,19.125327549249626
0.023,-0.43799173808518005,20.517615961922218
0.024,-0.3917737571859716,21.90223334125097
0.025,-0.3506598641950542,23.279221952008037
0.026,-0.3140415865731112,24.6486238261012
0.027,-0.2813917707568694,26.01048076385672
0.028,-0.25225202701504473,27.36483433529532
0.029,-0.2262224275837984,28.711725881401186
0.03,-0.2029529958688024,30.051196515383793
0.031,-0.1821366302807657,31.38328712393286
0.032,-0.16350318556523924,32.70803836846638
0.033,-0.1468144944576774,34.02549068637193
0.034,-0.1318601582301241,35.33568429224082
0.035,-0.1184539698502972,36.63865917909577
0.036,-0.10643086069626971,37.93445511961151
0.037,-0.09564428299858337,39.22311166732905
0.038,-0.08596395684690188,40.504668157862774
0.039,-0.07727392376449724,41.77916371010141
0.04,-0.06947085931893607,43.04663722740188
0.041,-0.062462605603942074,44.30712739877693
0.042,-0.05616689115382776,45.560672700076104
0.043,-0.05051021128886503,46.807311395160085
0.044,-0.04542684630762038,48.04708153706887
0.045,-0.04085799854985837,49.28002096918307
0.046,-0.03675103231410942,50.50616732637936
0.047,-0.03305880305504488,51.72555803617902
0.048,-0.029739064307867914,52.938230319890444
0.049,-0.026753942469475323,54.14422119374536
0.05,-0.02406947097231521,55.34356747002878
0.051,-0.021655176567062784,56.53630575820251
0.052,-0.019483711424871944,57.722472466022815
0.053,-0.017530525611569727,58.90210380065161
0.054,-0.015773575201049616,60.075235769761754
0.055,-0.014193061904641546,61.24190418263613
0.056,-0.012771200614794486,62.402144651260606
0.057,-0.011492011709240102,63.55599259141136
0.058,-0.01034113534760871,64.70348322373563
0.059,-0.0093056653258833,65.84465157482698
0.06,-0.008374000343083788,66.97953247829435
0.061,-0.007535710785800513,68.10816057582541
0.062,-0.006781419355169866,69.23057031824405
0.063,-0.006102694052230796,70.3467959665618
0.064,-0.005491952205202784,71.45687159302378
0.065,-0.004942374369357581,72.56083108214864
0.066,-0.004447827059587533,73.65870813176294
0.067,-0.004002793389853053,74.75053625402978
0.068,-0.0036023107944222516,75.8363487764716
0.069,-0.003241915094907339,76.91617884298762
0.07,-0.0029175902560212735,77.99005941486554
0.071,-0.002625723242985161,79.05802327178755
0.072,-0.0023630634556995453,80.12010301283111
0.073,-0.0021266862700917827,81.17633105746376
0.074,-0.0019139602662833063,82.22673964653292
0.075,-0.0017225177670945422,83.27136084325002
0.076,-0.0015502283495406417,84.31022653416909
0.077,-0.0013951750269090822,85.34336843016013
0.078,-0.0012556328302246783,86.37081806737714
0.079,-0.0011300495458148605,87.3926068082206
0.08,-0.001017028390654433,88.40876584229495
0.081,-0.0009153124295171962,89.41932618736058
0.082,-0.0008237705579768329,90.42431869028057
0.083,-0.0007413848932333922,91.42377402796241
0.084,-0.0006672394308178351,92.41772270829414
0.085,-0.000600509839643505,93.40619507107598
0.086,-0.000540454280805947,94.38922128894605
0.087,-0.0004864051471376519,95.36683136830165
0.088,-0.0004377616309412953,96.33905515021507
0.089,-0.00039398303667793807,97.3059223113444
0.09,-0.00035458276378615784,98.26746236483959
0.091,-0.00031912289235294395,99.22370466124322
0.092,-0.0002872093111356946,100.17467838938629
0.093,-0.000258487333525686,101.12041257727945
0.094,-0.00023263775251752207,102.06093609299889
0.095,-0.0002093732906694909,102.99627764556756
0.096,-0.000188435405463021,103.92646578583144
0.097,-0.00016959141444623308,104.85152890733124
0.098,-0.00015263190812235774,105.77149524716886
0.099,-0.00013736842175927024,106.68639288686944
0.1,-0.00012363134018813195,107.59624975323854
0.101,-1.8409201397011867,108.50109361921453
0.101999,-4.1136902077360356,109.40005472727368
0.103,-6.7672548984711804,110.29585267748689
0.103999,-8.547379762235797,111.18493513773295
0.105,-10.144578221871395,112.07088919994871
0.105999,-12.201169446571758,112.95020156844906
0.107,-13.432982769384632,113.82641991676044
0.107999,-14.546522845916012,114.69606955666414
0.109,-15.543797294473931,115.56265917644355
0.109999,-16.44625304870516,116.42275227109035
0.111,-17.25355215875689,117.27981897205207
0.111999,-18.59923356616473,118.13046053793717
0.113,-19.191232831923116,118.97810896705688
0.113999,-19.728931692387473,119.81940286665336
0.115,-20.207960241927655,120.65773652094519
0.115999,-20.643995625800414,121.48978547538566
0.117,-20.418535407960512,122.31890671453921
0.117999,-20.21930134603006,123.14181231615781
0.119,-19.423329337613158,123.9618223750361
0.119999,-18.709404891254184,124.77568509977276
0.121,-17.451442003397982,125.58668410077304
0.121999,-15.70629480811731,126.39160332044169
0.123,-14.135662901404352,127.19369028572005
0.123999,-11.49368293868846,127.98976428014167
0.125,-8.505370906213939,128.7830371437037
0.125999,-5.19801009160857,129.57036311270622
0.127,-2.2262860709869354,130.3549187323647
0.127999,1.0673755400446325,131.1335928076511
0.129,4.025540414193631,131.90952697685202
0.129999,6.694018344106759,132.67964423373775
0.131,8.476537694845282,133.44705169325684
0.131999,10.085714888269548,134.2087061622785
0.133,10.916083846635491,134.96768061178884
0.133999,10.438685230580411,135.72096529018526
0.135,10.007796519558696,136.471599399698
0.135999,9.007016474695652,137.21660626276497
0.137,8.719294725562245,137.9589916839441
0.137999,7.847364975726474,138.69581169626463
0.139,7.675608428996059,139.43003907361788
0.139999,7.522257546595494,140.1587622001686
0.141,7.9959919017603225,140.88492118211454
0.141999,9.039012929204608,141.60563639925087
0.143,9.974051811865566,142.3238156490653
0.143999,12.04767698112545,143.03661095538484
0.145,13.29482947270685,143.7468981620263
0.145999,15.650586847919277,144.45186058911352
