time,measured,predicted
-0.003,0.0,0.0
-0.002,0.0,0.0
-0.001,0.0,0.0
0.0,0.0,0.0
0.001,0.0,0.2115434969428985
0.002,0.0,0.42251909222210166
0.003,0.0,0.6329283104049268
0.004,0.0,0.8427726719658803
0.005,0.0,1.0520536932976712
0.006,0.0,1.2607728867221388
0.007,0.0,1.4689317605012313
0.008,0.0,1.676531818847856
0.009,0.0,1.8835745619367499
0.01,0.0,2.0900614859153768
0.011,0.0,2.295994082914665
0.012,0.0,2.5013738410598525
0.013,0.0,2.7062022444811804
0.014,0.0,2.9104807733246867
0.015,0.0,3.1142109037628374
0.016,0.0,3.3173941080052307
0.017,0.0,3.5200318543092264
0.018,0.0,3.7221256069905637
0.019,0.0,3.923676826433924
0.02,0.0,4.124686969103505
0.021,0.0,4.325157487553521
0.022,0.0,4.525089830438737
0.023,0.0,4.724485442524883
0.024,0.0,4.92334576469916
0.025,0.0,5.121672233980593
0.026,0.0,5.319466283530452
0.027,0.0,5.5167293426625905
0.028,0.0,5.7134628368537825
0.029,0.0,5.909668187754024
0.03,0.0,6.105346813196798
0.031,0.0,6.300500127209324
0.032,0.0,6.495129540022799
0.033,0.0,6.689236458082524
0.034,0.0,6.882822284058157
0.035,0.0,7.075888416853773
0.036,0.0,7.268436251617997
0.037,0.0,7.460467179754127
0.038,0.0,7.6519825889301085
0.039,0.0,7.842983863088634
0.04,0.0,8.033472382457107
0.041,0.0,8.223449523557633
0.042,0.0,8.41291665921694
0.043,0.0,8.60187515857634
0.044,0.0,8.790326387101578
0.045,0.0,8.97827170659274
0.046,0.0,9.165712475194066
0.047,0.0,9.352650047403763
0.048,0.0,9.539085774083837
0.049,0.0,9.72502100246978
0.05,0.0,9.910457076180371
0.051,0.0,10.095395335227359
0.052,0.0,10.279837116025146
0.053,0.0,10.463783751400435
0.054,0.0,10.647236570601892
0.055,0.0,10.830196899309723
0.056,0.0,11.012666059645255
0.057,0.0,11.194645370180522
0.058,0.0,11.376136145947735
0.059,0.0,11.557139698448859
0.06,0.0,11.737657335665013
0.061,0.0,11.917690362065978
0.062,0.0,12.097240078619606
0.063,0.0,12.276307782801226
0.064,0.0,12.454894768602994
0.065,0.0,12.633002326543277
0.066,0.0,12.810631743675962
0.067,0.0,12.987784303599764
0.068,0.0,13.164461286467493
0.069,0.0,13.3406639689953
0.07,0.0,13.516393624471938
0.071,0.0,13.691651522767916
0.072,0.0,13.866438930344698
0.073,0.0,14.04075711026386
0.074,0.0,14.214607322196215
0.075,0.0,14.387990822430892
0.076,0.0,14.56090886388446
0.077,0.0,14.733362696109932
0.078,0.0,14.905353565305841
0.079,0.0,15.076882714325194
0.08,0.0,15.247951382684512
0.081,0.0,15.418560806572735
0.082,0.0,15.588712218860186
0.083,0.0,15.758406849107477
0.084,0.0,15.92764592357437
0.085,0.0,16.09643066522867
0.086,0.0,16.264762293755055
0.087,0.0,16.432642025563865
0.088,0.0,16.600071073799928
0.089,0.0,16.7670506483513
0.09,0.0,16.93358195585802
0.091,0.0,17.099666199720826
0.092,0.0,17.265304580109852
0.093,0.0,17.430498293973294
0.094,0.0,17.59524853504609
0.095,0.0,17.759556493858494
0.096,0.0,17.923423357744714
0.097,0.0,18.086850310851503
0.098,0.0,18.249838534146686
0.099,0.0,18.412389205427694
0.1,0.0,18.574503499330113
0.101,0.0,18.736182587336135
0.102,0.0,18.897427637783018
0.103,0.0,19.058239815871577
0.104,0.0,19.21862028367455
0.105,0.0,19.378570200145035
0.106,0.0,19.53809072112483
0.107,0.0,19.697182999352837
0.108,0.0,19.8558481844733
0.109,0.0,20.01408742304423
0.11,0.0,20.171901858545617
0.111,0.0,20.329292631387673
0.112,0.0,20.486260878919165
0.113,0.0,20.642807735435525
0.114,0.0,20.798934332187127
0.115,0.6135922016001927,20.95464179738744
0.115999,1.7806467501464263,21.109776175182727
0.117,3.4415269021833383,21.264803830852287
0.117999,4.9399981315001265,21.419106390925773
0.119,6.897922927540713,21.573302801108746
0.119999,8.664964378632053,21.72677800359835
0.121,10.250390963919683,21.880147625364394
0.121999,11.682184324705236,22.032799906493153
0.123,12.965887874964087,22.185347173013472
0.123999,14.126130700303273,22.33718094521776
0.125,13.939477396755462,22.48891026589326
0.125999,13.773939470689433,22.639929917950347
0.127,13.009524748984306,22.790845678539107
0.127999,11.708571087571311,22.94105557569397
0.129,10.537713017737568,23.091162138437987
0.129999,8.2555300300059,23.24056662252954
0.131,6.204015663008556,23.38986832628082
0.131999,3.740992622869672,23.5384717158674
0.133,0.914971838637052,23.686972876213403
0.133999,-1.0191462826792066,23.83477946669757
0.135,-2.7561724121424738,23.982484376085917
0.135999,-4.937386027274715,24.12949843983867
0.137,-6.282587899861997,24.276411367701236
0.137999,-7.496949496050983,24.42263715418546
0.139,-7.973214682755875,24.568762347061778
0.139999,-9.01851348373407,24.714204082955078
0.141,-9.342622210497792,24.859545764615078
0.141999,-9.02256992267095,25.004207653931978
0.143,-8.733292876083468,25.148770025498116
0.143999,-7.859963440880852,25.29265624971154
0.145,-7.686947070476694,25.43644348978017
0.145999,-6.918252258201255,25.579558207942345
0.147,-5.613446871626064,25.722574472704544
0.147999,-4.437892054115474,25.864921821567215
0.149,-3.994102804416472,26.007171244928905
0.149999,-2.366282377772948,26.148755339062866
0.151,-1.5166740713192233,26.29024203276431
0.151999,-0.13659656378701523,26.431066964678394
0.153,1.1030231737555032,26.571795018413024
0.153999,2.2211309222670153,26.711864858672364
0.155,3.224977883278899,26.85183834020503
0.155999,4.745100167508129,26.991157137548697
0.157,5.496550183038103,27.13038009283325
0.157999,6.78951521472316,27.268951874291346
0.159,7.3365237122845395,27.407428327587535
0.159999,8.445491375784936,27.545257098597542
0.161,9.439882266233093,27.682991052587376
0.161999,10.33851406240472,27.820080797109952
0.163,11.14360267454413,27.957076233013392
0.163999,11.871862422053033,28.093430913647538
0.165,13.136596203235198,28.229691791337565
0.165999,13.665556591715065,28.36531534943514
0.167,14.13794093961918,28.50084560755224
0.167999,15.180966859717953,28.6357419633319
0.169,15.501810177638824,28.770545519397874
0.169999,15.794249163068182,28.904718572058403
0.171,16.666744255335733,29.038799322589636
0.171999,16.84268983135834,29.172252950422624
0.173,16.997360849453717,29.305614771042706
0.173999,17.754454769932305,29.43835283154464
0.175,17.817949293348473,29.57099957709638
0.175999,17.878774364366592,29.703025907080224
0.177,17.929836928196618,29.83496141173708
0.177999,18.59368323849731,29.96627982744307
0.179,18.573254914561158,30.097507904819988
0.179999,18.558549423049055,30.228122202026036
0.181,19.15461448278663,30.35864664528966
0.181999,19.081773034283326,30.488560599421
0.183,19.62551573236418,30.618385181399333
0.183999,19.50558415882817,30.74760254763769
0.185,20.006945744072514,30.876731020929157
0.185999,19.84887116934542,31.0052555343213
